,Search,Position,Company,Description
11,healthcare,Dental Assistant,GK Dental,"
Seeking an energetic, personable and confident candidate for a General dental practice. Be a part of a friendly and productive team. Great opportunity to start a career in a highly sought after field and to work in a private practice. Part time/Full time. NO EXPERIENCE NECESSARY, WILL TRAIN. New graduates welcome.
Job Types: Full-time, Part-time
Pay: $15.00 - $25.00 per hour
Benefits:

401(k)

Work Location: One location
"
12,healthcare,Patient Service Representative,Boston Medical Center,"

Patient Service Representative 

 Boston Medical Center (BMC) is more than a hospital. It's a network of support and care that touches the lives of hundreds of thousands of people in need each year. It is the largest and busiest provider of trauma and emergency services in New England. Emphasizing community-based care, BMC is committed to providing consistently excellent and accessible health services to all-and is the largest safety-net hospital in New England. The hospital is also the primary teaching affiliate of the nationally ranked Boston University School of Medicine (BUSM) and a founding partner of Boston HealthNet - an integrated health care delivery systems that includes many community health centers. Join BMC today and help us achieve our Vision 2030 which is a long-term goal to make Boston the healthiest urban population in the world.
  

Position: Patient Service Representative 


Department: Ambulatory Call Center 


Schedule: Full Time


POSITION SUMMARY: 

 The Patient Services Rep will be responsible for handling inbound and outbound communications for BMC's Primary Care Practice. The Patient Services Rep will handle patient inquiries, scheduling/rescheduling appointments, following-up with patients resolving patient questions/concerns regarding medication reconciliation and refills, and insurance verification and authorization management. They will document and relay patient information to the Practices as required by the Practice's Guidelines.
  

This position is permanently remote. Qualified candidates must provide their own stable internet connection and a quiet and secure space to work from home. 
  

ESSENTIAL RESPONSIBILITIES / DUTIES: 



The Patient Services Representative communicates with patients and staff using multiple advanced communication tools, including phone calls, online chats, emails, faxes or mail.
 Answers and resolves patient inquires, in a professional, empathetic and patient-centered way, through the use of effective listening, written and verbal communication skills.
 Utilizes established Practice guidelines to ensure patient issues are addressed in a timely manner and when necessary, transfers the call to the appropriate person at the Practice for additional consultation.
 Uses a computerized scheduling system to schedule/reschedule appointments
 Provides accurate and detailed information and updates patient records using Epic
 Provides detailed and clear confirmation to the patient detailing where and when the appointment is, providing directions as needed, providing applicable and language specific home instructions as well as instructions for any required labs or imaging.
 Prepares patients for telemedicine visits by providing clear instructions for the use of phone and video in the place of in-person appointments
 Identifies opportunities to improve the work processes and environment, and changes in Practice protocols; remains current on new developments in health care.
 Applies critical thinking skills to address any issues that fall outside of an existing protocol or process to meet the needs of the patient
 Attends scheduled training sessions regarding phone support, customer service, systems upgrades, newly acquired clinical systems, or other relevant training sessions, as directed by manager.
 Attends scheduled training sessions to learn to support additional ambulatory practices as directed by manager.
 Assists in the training/orientation of new personnel under the direction of a manager and/or supervisor.
 Participates in staff meetings/is expected to identify process issues that are obstacles to providing a positive patient experience.


 General Duties and Standards:


 Adapts to changes in the departmental needs including but not limited to: offering assistance to other team members, floating, adjusting assignments, etc
 Conforms to hospital standards of performance and conduct, including those pertaining to patient rights and HIPAA and privacy rules, so that the best possible customer service and patient care may be provided.
 Utilizes hospital's behavioral standards as the basis for decision making and to support the department and the hospital's mission and goals.
 Follows established hospital infection control and safety procedures.
 Other duties as needed.


 JOB REQUIREMENTS


EDUCATION:

 A minimum of a High School diploma/GED is required. Training as a Medical Assistant, Pharmacy Technician, or other relevant healthcare background, training and/or experience that will be provide the ability to understand and be fluent in medical terminology is also required. 
  

EXPERIENCE:

 Experience in the medical field or as a call center or customer service agent is preferred.
  
 Experience should be equivalent to one of the following:
  

Bachelor's degree (related experience would be preferred but not required).
Associate degree, Medical Assistant certificate or equivalent training plus at least 1 year related work experience or
High School diploma/GED plus at least 2 years medical office or call center work experience required.


 KNOWLEDGE AND SKILLS:


 Ability to explain complicated healthcare issues to patients with empathy and concern
 Ability to empathize with and coach the patient in navigating the healthcare system
 Effective interpersonal skills resulting in the ability to work with a diverse group of professionals and personalities in a team environment
 Ability to handle challenging patient interactions and to remain resilient during times of high call volume
 Ability to work autonomously without the need for constant supervision
 Excellent English communication skills (oral and written) with the ability to communicate effectively with patients over the phone and in email and other communications
 Must be comfortable using multiple advanced communication tools, including phone calls, online chats, emails, faxes or mail.
 Strong computer skills and knowledge of Microsoft Office applications (Internet Explorer, MS Word, Excel & Outlook)
 Ability to document work in a professional and efficient manner
 Must be punctual and present for scheduled shifts

 Req id: 20936
 
"
13,healthcare,Call Center Agent,Newpro Operating LLC,"

NEWPRO Home Improvement Solutions, the leading home improvement company in New England, has exciting 
  CALL CENTER AGENT positions open in their Wilmington, MA call center to support company growth, customer demand, and expanding territories. 
  The next class will be on May 2, 2022. We are actively accepting resumes. NEWPRO has been serving New England with home improvement solutions for over 75 years with coverage throughout MA, RI, NH, ME, and CT. Representing 
  nationally recognized brands including
   KOHLER and 
  Jacuzzi, supported by 
  best in the industry warranties, the products and services include replacement windows, doors, siding, roofing, bath replacement systems, and walk-in baths. 
  Our call center is the engine that drives our sales. It is one of the most critical roles in our organization and is widely recognized throughout the industry as the best of the best! Enjoy our new centralized office and state-of-the-art technology as you set appointments with homeowners who are interested in a remodeling project for their homes! 
  Our top performers earn between $75,000-$100,000/per year! 
The call center hours are M-F 8:00 a.m. - 8:00 p.m. and Sat-Sun 9:00 a.m. - 1:00 p.m. Full and Part-time hours are available. As one of the first lines of customer interaction, you will represent NEWPRO by talking to homeowners from inbound and outbound calls who would like to have an in-home sales representative visit them to provide a quote for their project. We strive to deliver an exceptional NEWPRO experience to every homeowner from initial contact through the life of their project and every employee through personal and professional growth opportunities. If you want to be a part of changing lives in a positive way…...we'd love to hear from you. 
  Our next in-house training class for Call Center Agents is on January 3rd, 2022! LIMITED SEATS AVAILABLE!

WE WANT TO TALK TO YOU IF YOU ARE:

Ambitious, high energy, & outgoing!
Determined, consistent, and persistent!
Passionate about exceeding expectations.
Coachable
Reliable
Able to perform well in a fast-paced cooperative environment!
A good listener.
Detail-oriented.
Service-oriented and patient
A good team player.

PRIMARY JOB RESPONSIBILITIES:

Speak with potential customers via inbound/outbound calls and set qualified appointments for in-home sales consultants.
Engage with customers who have requested more info on NEWPRO's products & services, create urgency, and set appointments for in-home sales representative
Engage with our CRM to track customer interactions and disposition
Deliver the customer an exceptional first impression

 WHAT'S IN IT FOR YOU:

Extensive training and ongoing support to help you succeed and achieve goals.
Use training platforms that will optimize your success.
Lucrative earnings, one of the highest in the industry.
Competitive bonus structure & rewards program.
Fun, exciting environment.
Satisfaction of helping others.
Room for growth.
Become a better version of yourself!

BENEFITS:

Paid Time Off
Holiday Pay
Health, Dental, & Life Insurance
401K with company match
Short-term and long-term disability
Pet Insurance
Vision, Critical Illness, & Accident Insurance available.
Flex Savings & Health Reimbursement Accounts.

Come find your home here at NEWPRO! Send us your resume and someone will get back to you ASAP!
NEWPRO's Mission Statement: Helping people live better lives by delivering a hassle-free, first-class home improvement experience.
EEO STATEMENT:

NEWPRO is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, gender identity, sexual orientation, pregnancy, and pregnancy-related conditions, or any other characteristics protected by law

"
14,healthcare,Hospital Bill Validation RN Auditor - Remote Nationwide,UnitedHealth Group,"Combine two of the fastest-growing fields on the planet with a culture of performance, collaboration and opportunity and this is what you get. Leading edge technology in an industry that is improving the lives of millions. Here, innovation is not about another gadget; it is about making health care data available wherever and whenever people need it, safely and reliably. There is no room for error. If you are looking for a better place to use your passion and your desire to drive change, this is the place to be. It's an opportunity to do your life's best work.(sm)
As a Hospital Bill Validation RN Auditor, you can put your skills and talents to work, reviewing cases with treating physicians and other health care professionals to ensure our members receive the proper health services. This is a multifaceted role that is highly rewarding as your work is helping people live healthier lives.
You’ll enjoy the flexibility to telecommute* from anywhere within the U.S. as you take on some tough challenges.
 Primary Responsibilities:
Perform clinical coverage review services, which require interpretation of state and federal mandates, applicable benefit language and consideration of relevant clinical information
Communicate all types of benefit determinations, including decisions regarding coverage guidelines, contractual limitations, and reimbursement determinations
Speak with health care providers and/or members to explain benefit coverage determinations and obtain additional clinical information
It feels great to have autonomy, though there's also a lot of responsibility that comes with it. In this role, you'll be accountable for making decisions that directly impact our members. And at the same time, you'll be challenged by a demanding case load in a rapidly changing, production-driven environment.
You’ll be rewarded and recognized for your performance in an environment that will challenge you and give you clear direction on what it takes to succeed in your role as well as provide development for other roles you may be interested in.
Required Qualifications:
High School Diploma or GED
A current unrestricted RN license in the state of residency
5+ years of experience as a RN, including experience in an inpatient/acute setting
A designated at home, workspace with access to secure high-speed internet via cable/DSL
I understand this role may require me to be fully vaccinated for COVID-19, including receiving a booster dose when I become eligible if I am located in a state that mandates booster doses. If required for this position, I agree to provide proof of vaccination as part of the pre-employment screening process.
Preferred Qualifications:
5+ years of experience with clinical documentation
A background in utilization review for an insurance company or experience in case management
Familiarity with Milliman Care Guidelines (MCG) and/or Interqual
To protect the health and safety of our workforce, patients and communities we serve, UnitedHealth Group and its affiliate companies now require all employees to disclose COVID-19 vaccination status prior to beginning employment. In addition, some roles require full COVID-19 vaccination as an essential job function. UnitedHealth Group adheres to all federal, state and local COVID-19 vaccination regulations as well as all client COVID-19 vaccination requirements and will obtain the necessary information from candidates prior to employment to ensure compliance. Candidates must be able to perform all essential job functions with or without reasonable accommodation. Failure to meet the vaccination requirement may result in rescission of an employment offer or termination of employment.
Careers with Optum. Here's the idea. We built an entire organization around one giant objective; make health care work better for everyone. So when it comes to how we use the world's large accumulation of health-related information, or guide health and lifestyle choices or manage pharmacy benefits for millions, our first goal is to leap beyond the status quo and uncover new ways to serve. Optum, part of the UnitedHealth Group family of businesses, brings together some of the greatest minds and most advanced ideas on where health care has to go in order to reach its fullest potential. For you, that means working on high performance teams against sophisticated challenges that matter. Optum, incredible ideas in one incredible company and a singular opportunity to do your life's best work.(sm)
 *All Telecommuters will be required to adhere to UnitedHealth Group’s Telecommuter Policy.
Colorado, Connecticut or Nevada Residents Only: The salary range for Colorado residents is $26.15 to $46.63. The salary range for Connecticut / Nevada residents is $28.85 to $51.30. Pay is based on several factors including but not limited to education, work experience, certifications, etc. In addition to your salary, UnitedHealth Group offers benefits such as, a comprehensive benefits package, incentive and recognition programs, equity stock purchase and 401k contribution (all benefits are subject to eligibility requirements). No matter where or when you begin a career with UnitedHealth Group, you’ll find a far-reaching choice of benefits and incentives
Diversity creates a healthier atmosphere: UnitedHealth Group is an Equal Employment Opportunity/Affirmative Action employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, age, national origin, protected veteran status, disability status, sexual orientation, gender identity or expression, marital status, genetic information, or any other characteristic protected by law.
UnitedHealth Group is a drug - free workplace. Candidates are required to pass a drug test before beginning employment.
Job Keywords: Billing Validation Reviewer, RN, Registered Nurse, Utilization Management, Claims, Claims Review, Optum, OptumInsight, UHG, UnitedHealth Group, Telecommute, Telecommuter, Telecommuting, Work at Home, Work from Home, Remote #RPO, #GREEN"
0,healthcare,Patient Observer,VPNE Parking Solutions,"

  Overview: 
  
 Aloha Solutions is a family-owned, fun, and rapidly growing company headquartered in the Greater Boston Area. Aloha’s parent company, 
   VPNE, has been collaborating with the world’s finest hospitals to solve their people and logistics challenges since 1993. We promote growth from within and instill our company's family values in an ever-expanding business. Our teammates are energetic, friendly, and proactive in helping Aloha/VPNE build its brand – all while working at the world’s most prestigious healthcare institutions.
   
 Are you a dedicated professional who thrives in a fun, fast-paced, team-oriented environment? Are you interested in joining a community of teammates who are spirited, driven, and diverse?
   
 If so, you belong at Aloha. We are a recognized leader in healthcare, looking for people like you to help deliver world-class care and help our clients’ hospitals perform at the highest levels.
   
 Apply today to jump-start your future!
   Responsibilities: 
  
    The 
   Patient Observer functions under the direction of the registered nurse responsible for the care of the patient and in accordance with the individualized needs of the patient. Nursing care is provided to the patient by nursing staff.
  

 Communicates any change of assignment to the nursing office.
 Performs patient observation as assigned
 Documents patients behavior using the appropriate form/tool
 Obtains appropriate information at the start of the shift in regard to care from Registered Nurse
 Patient conversation guidelines should be adhered to
 Monitors the safety of the patient and maintains safe environment as directed by the registered nurse for ex: maintains safety position in room when appropriate. (i.e., back to door) and keeps patients in sight at all times.
 Monitors patient for escalating behavior.
 Accompanies the patient to the bathroom and testing as needed.
 Demonstrates proficiency with the use of bed alarms.
 Patient's clothing and belongings will be placed in the patient’s closet away from the patient.
 Demonstrates the skills and judgment necessary to provide direct care to patients under the direct supervision of licensed personnel.
 Observes and reports patient's status and needs to nurse.
 Remains on duty until relieved by oncoming coverage or Nurse discontinues coverage.


    The 
   Patient Observer may be assigned to watch patients that are at risk for suicide
   Qualifications: 
  
 Years of Experience: Entry Level
  

 Language Skills: Proficient in English both verbally and written
  


 Requirements:


 Safeguarding
    
 Safeguards the privacy and security of patient information. The employee complies will policies and procedures relating to the hospital’s privacy and security programs.
 Brings potential compliance issues to a manager, supervisor, director or VP.

 Patient and Family Centered Care
    
 Conveys respect for values, preferences, and expressed needs of the patient and family.
 Communicates and collaborates effectively with patients, families to promote patient health and well-being.

 Age & Culture
    
 Considers the individual needs of each person with whom they interact.
 Interacts with sensitivity in the delivery of care/services of diverse populations as needed.
 Reports to work in proper uniform as per departmental standards and/or hospital policy.
 All Clinical Patient Support colleagues will maintain a professional, courteous attitude toward patient, co–workers and all departments daily.

 Safety Awareness
    
 Fosters a “Culture of Safety” through personal ownership and commitment to a safe environment.
 Demonstrates proper body mechanics in all functions.
 Understands individual role/responsibilities in the event of a hospital code. (e.g., Code Green, Code Red)
 Performs proper handwashing per CDC guidelines.
 Utilizes Chain of Command to communicate any identified patient or staff safety risks.
 Reports patient status to oncoming staff in respectful, professional manner.
 Is able to access payroll and manage personal clocking and calendar in Time PC Application.



 Benefits:


 Paid weekly
 Medical, Dental, Vision
 401K with up to a 5% match
 Commuter benefits
 Childcare benefits
 Discount programs
 Short-term disability
 Accident insurance
 Life insurance


    #INDHSS
  

"
1,healthcare,Front Desk Check In Receptionist,Hand Surgery P.C.,"
Medical Front Desk Check In position, Monday-Friday, with flexibility to work late on an assigned night(s) weekly if needed. Some duties include interacting with patients, check in patients, collect copayments, register patients, appointment scheduling, answering telephones, and cross-coverage in all front desk responsibilities and other functions as needed.
Epic, medical office background and medical insurance knowledge a plus!
Job Type: Full-time
Pay: From $20.00 per hour
Benefits:

401(k)
Dental insurance
Disability insurance
Health insurance
Life insurance
Paid time off

Schedule:

8 hour shift
Monday to Friday

COVID-19 considerations:All applicants MUST be vaccinated. You will need to wear a mask.
Education:

High school or equivalent (Preferred)

Experience:

Medical office: 2 years (Preferred)
Epic: 1 year (Preferred)

Work Location: One location
"
2,healthcare,Study Technician III,Charles River Laboratories,"
We are seeking a Study Technician 3 for Insourcing Solutions client in Cambridge, MA. The candidate will support the delivery of in-vivo data to facilitate the goals of drug discovery projects through hands-on conduct of in-vivo experiments in rodents. Position includes a $2,000 sign on bonus.
Essential Duties: 

Reviews and complies with all policies, guidelines and operating procedures pertaining to the animal care and research program
Provides technical procedure training to less experienced staff and researchers, and provide re-training as needed
May coordinate (or assist) or manage schedules of other team members; resolves schedule conflicts
Assemble, set up, operate and maintain any necessary experimental equipment to conduct in-vivo studies
Conduct laboratory procedures in compliance with established protocols/plans and with regulatory and laboratory requirements
Document experimental data in technical notebooks or approved electronic files including activities undertaken, existing conditions, observed results and variation from expected data patterns
Record, prepare, and analyze data for inclusion in project reports

Job Qualifications

Education:  B.S./B.A. degree in Biological Sciences or related field, or Associate’s degree in veterinary technology or equivalent college level program
An equivalent combination of education and experience may be accepted as a satisfactory substitute for the specific education and experience listed above.
Experience:  Must have at least 4 years of previous laboratory animal research experience. At least 3 years of technical experience as detailed in the essential duties and responsibilities section
Certification/Licensure:  AALAS Certification at the LATG preferred. Veterinary technician licensure of CVT or LVT preferred
Other:  Must possess strong proficiency of in-vivo technical skills and working experience of multiple animal models, including expertise in some models

Job Type: Full-time
Pay: $38.00 - $40.00 per hour
Benefits:

Dental insurance
Health insurance
Paid time off
Parental leave
Tuition reimbursement
Vision insurance

Schedule:

8 hour shift

Supplemental Pay:

Signing bonus

Education:

Associate (Preferred)

Experience:

Laboratory Animal: 4 years (Preferred)

Work Location: Multiple Locations
"
3,healthcare,Administrative Assistant,Steward Health Care,"
Summary: 
Under the supervision of the Practice Manager or Sr. Director of Operations, the administrative assistant will primarily perform a variety of front desk duties and clerical duties to which he/she is assigned.
Responsibilities: 

Work closely with the department surgeons to ensure accurate booking of surgeries
Obtain surgical authorizations from insurance companies as needed including workers comp cases
Schedule pre-admission testing for surgical patients
Work with the vendors to arrange necessary surgical equipment for the surgeries where needed
Schedule History & Physical appointments for surgical patients
Communicate closely with patients about the scheduling of their surgeries. Return patient inquiries about their surgery in a timely fashion.
Schedule surgery related diagnostic studies and imaging etc.
Scan all surgery related documents into Athena
All other things related to surgical scheduling
Check pts in/out at the front desk ensuring all demographic & insurance information is updated and co-pay collected where applicable
Verify referral requirement. Request referrals where needed.
Answer department phones in a customer friendly and welcoming manner per the policy of Steward Medical Group. Ensure proper triage of all calls.
Schedule patient appointments for the department ensuring proper referrals are in place/requests sent where missing.
Schedule MRI & CT appointments and obtain authorizations as appropriate.
Verify insurance coverage for all patients being seen by providers prior to scheduling them in the department.
Enter professional and hospital charges into Athena & Meditech in a timely fashion. Work on insurance claims in the hold buckets in a timely fashion.
Perform all clerical and secretarial services including typing, photocopying and mail sorting
Assist in special projects as requested
Attend department meetings
Perform other duties as requested
Maintain confidentiality of patient information per HIPAA

Qualifications: 

High School Diploma or equivalent required
Prior surgical scheduling experience within a hospital or medical practice preferred.
The ability to successfully multitask projects is required.
Excellent organizational and communication skills.
Strong computer skills especially with MS Office Suite.

Additional Information
Steward Medical Group is taking additional necessary preparations to ensure patients can receive compassionate care in safe, carefully managed environment – with confidence and without fear.Our Safe and Ready program consists of a rigorous [three-point] standard ensuring patient safety, confidence and convenience.

Any COVID-19 related care takes place in designated areas away from other patients and their families.
A stringent cleaning policy has been implemented throughout our facilities.
A strictly controlled visitor and mask policy is required for patient and colleague safety.

About Steward Health Care System: Steward Health Care’s physician-led model was created to provide patient’s access to the highest-quality care at a sustainable cost, providing personalized, and coordinated ongoing medical services that positively impact patients’ physical, emotional, and mental well-being.Founded in 2010, Steward Health Care is the nation’s largest accountable care organization (ACO), with more than 5,500 providers and 43,000 health care professionals who care for 12.3 million patients a year through its network of hospitals, urgent care centers, skilled nursing facilities, and behavioral health services. Steward received a perfect 100% quality rating by the Center for Medicare and Medicaid Service’s (CMS) Medicare Shared Savings Program (MSSP) in 2020.Based in Dallas, Steward is the largest private, physician-led health care network and currently operates 39 hospitals across Arizona, Arkansas, Florida, Louisiana, Massachusetts, Ohio, Pennsylvania, Texas, and Utah. For more information, visit www.steward.org.
Location: Steward Medical Group · 1101.66532 CMGE Endocrinology UnallSchedule: Full Time, Day Shift, Monday - Friday, 8:00AM - 4:30PM
Job Type: Full-time
"
4,healthcare,Administrative Associate II - Critical Care Front Desk,Boston Children's Hospital,"




     63015BR
    



     Critical Care
    


Job Posting Description

The Administrative Associate II will be responsible for:

 Serving as the initial point of contact for the Critical Care office suite
 Screening and route telephone calls and greet/direct visitors and staff
 Assisting a large group of Critical Care physicians with general administrative support, including meeting set-up, retrieval of office mail, and paging changes
 Order, prepare, and maintain supplies for general office, program, and service use
 Overseeing the scheduling of Critical Care conferences, including booking conference rooms, ordering food, conference set-up, and taking attendance, etc
 Providing Critical Care staff with general technical support, assistance with printer and computer issues, and other troubleshooting needs
 Assisting with other projects and tasks as needed


 To qualify, you must have:

 Work requires a high school level of educational development.
 One year of administrative experience preferred .
 Bachelor’s degree in health management, business studies or health sciences is preferred.
 Work requires the analytical skills and judgment to interpret data and take the appropriate action in circumstances or situations vary.
 Work requires the ability to communicate effectively both orally and in writing and provide empathy in difficult interpersonal situations.
 The ability to track and perform multiple tasks in a high workload environment efficiently and effectively; detail oriented, organized and self-starter.
 Strong knowledge of Microsoft Office (including a complete understanding of Outlook and calendar functionality) (a plus).
 Mac experience (a plus).
 Strong interpersonal skills and the ability to work well with colleagues, external partners, clients, and vendors.
 The ability to take initiative, think ahead and follow tasks through completion on deadline.
 Strong problem solving skills and resourcefulness.
 Boston Children’s Hospital offers competitive compensation and unmatched benefits, including a flexible schedule, affordable health, vision and dental insurance, generous levels of time off, 403(b) Retirement Savings plan, Pension, Tuition Reimbursement, and discounted rates on T-passes. Discover your best.
     


LI




Status

     Full-Time
    


Regular, Temporary, Per Diem

     Regular 
    


Standard Hours per Week

     40 
    


Office/Site Location

     Boston
    


Job Category

     Administration
    




"
5,healthcare,Pulmonary Function Technician,Massachusetts General Hospital(MGH),"


Pulmonary Function Technician - (3192133)
  





     The PFT Tech acts as a critical member of the patient care team within the department, collaborates fully with the other care team members in assuring continuity of care for their patients. The PFT Technologist promotes a philosophy of patient/family-focused care in all interactions with patients, families, and hospital personnel and focus on understanding and meeting customer needs.
    








Perform routine pulmonary testing to include:




           Spirometry, pre/post brochodilator
          

            Body Plethysmography
          

            DLCO
          

            Arterial Puncture
          

            Venipuncture
          

            Oximetry, at rest and/or exercise
          

            MCC testing
          

            Sputum Induction
          

            Muscle Forces
          

            Blood Analysis
          












Maintain & calibrate of various PFT equipment
Assist in the technical training of newly hired techs
Maintains annual competencies of technical skills








Prepare methacholine solutions for MCC tests








Report and participate in troubleshooting for any equipment/software maintenance or performance issues.








Stocks testing areas with supplies
Maintains competencies for point-of-care testing












Demonstrate comprehensive knowledge by performing routine and complex








          procedures utilizing instrumentation and manual methods
         








Maintain a clean and safe environment for testing








Follow cleaning, disinfecting and infection control policies












Document testing in Epic and ComPAS
Active participation in regular meetings and educational opportunities.







All other duties assigned













High School diploma or GED required: BS or BA in Science strongly preferred
Must possess strong interpersonal and communication skills to interact effectively with patients and promote interdisciplinary collaborative teamwork, including in emergent situations. Maintains effective working relations and communication with department and other hospital personnel.
Must possess strong analytical and organizational abilities necessary to perform multiple diagnostic tasks.
Work requires four to twelve weeks of paid training, based on prior experience, to acquire necessary familiarity with procedures and equipment.
Must be able to prioritize multiple responsibilities encompassed within the position. Must have the ability to adapt to changing pace within the department.
Must be able to promote a customer/patient-oriented philosophy among all staff within the area.
Must use independent judgment, creativity and initiative in a variety of situations when assisting with patient procedures.
Must be able to work under stressful conditions.
Must be able to understand and operate required equipment and information systems.
Must be physically capable of lifting (linen, supplies, patients, etc).
Must be aware of hazards within the department; adhere to safety standards established by the Hospital and other regulatory agencies.
Must have ability to work with adult, elderly patients, and critically ill patients. Must have ability to work productively in emergency situations such as cardiac and respiratory codes and on-call situations.
Maintains a high standard of professionalism at all times.
Demonstrates proficiency in all technical and interpersonal competencies as determined by PFT lab leadership.


EEO Statement


 Massachusetts General Hospital is an Equal Opportunity Employer. By embracing diverse skills, perspectives and ideas, we choose to lead. Applications from protected veterans and individuals with disabilities are strongly encouraged.
   





 Primary Location MA-Boston-MGH Main Campus
  

 Work Locations MGH Main Campus 55 Fruit Street Boston 02114
  

 Job Health Technician/Technologist
  

 Organization Massachusetts General Hospital(MGH)
  

 Schedule Full-time
  

 Standard Hours 40
  

 Shift Day Job
  

 Employee Status Regular
  

 Recruiting Department MGH Pulmonary
  

 Job Posting Mar 21, 2022
  


"
6,healthcare,Member Services Representative,Commonwealth Care Alliance,"Key Responsibilities - Respond and effectively triage member phone calls in order to accurately and timely route to appropriate area - Work with care management team to address the needs of members, caregivers and other CCA constituents - Provide timely and accurate information regarding member benefits and services including Continuity of Care - Meticulously document all member and prospective member interactions in a Centralized Electronic System - Responsible for the scheduling of member appointments, transportation, translation and interpretation services - Initiates Prior Authorization Intake process - Attends to erroneous member billing discrepancies - Assist with member mailings and respond to questions about mailings - Responsible for providing members with any requested documents including provider listings in their areas - Complete comprehensive appeal and grievance intakes. - Assist with timely resolution of quandaries or complaints conveyed by member and members’ representative - Responsible for conducting in dept. research to provide accurate and informed resolution to members inquiries - Assist in the collection of supporting data and documentation relevant to member’s care - Serve as a facilitator connecting members to their CCA providers thru Telemedicine accessibility - Responsible for educating members on benefits and services available as well as protocols and requirements - Responsible for acting in compliance with HIPAA, State and Federal regulations when assisting CCA members - Responsible for meeting departmental expectations, benchmarks, goals and Key performance indicators - Other responsibilities and duties as assigned Expectations of all Employees Demonstrate integrity by working with passion, commitment, and honesty, acting in the best interests of colleagues and members. Demonstrate accountability by delivering on commitments and contributing to an empowering environment where the focus is on member satisfaction by providing best in class service. Recognize and respect diversity in all forms. Strive for excellence in the fulfillment of CCA’s mission through quality, innovation, and continuous learning. Represent CCA and its clinical affiliates with professionalism. Keep current and proficient with necessary skills and knowledge including technology. Adhere to all applicable compliance requirements such as CCA’s Policy & Procedures. Ensure confidentiality of member and company proprietary information is maintained

Minimum Education Required Associates Degree or Post High School Training/ Certification/ Education Required. Preferred Educational Experience An Associate or bachelor’s degree in any general or health-oriented fields is preferred. Also, experience in health care, the non-profit service sector, or government is preferred. Technical accreditation in the health care field (i.e. Medical Assistant | Billing and Coding) is a plus. Minimum Years’ Experience Required 1-3 years Minimum Experience Not less than one-year customer service experience. Knowledge, Skills and Abilities - Experience and competent in working with a diverse disabled and elderly population - Must be passionate about serving others and able to show empathy to distress individuals - Must have experience providing customer-focused service and activities - Experience working independently while in a team environment. - Skilled in problem solving by referencing departmental standard operating procedures and workflows. - Critical thinking and sound judgement - Prior experience working in the health care industry front lines or medical setting preferred - Prior experience working in a Call/Contact Center preferred - Must be resilient and adaptable working in an environment that includes continuous change - Experience working in a quality-focused environment with a rigorous quality assurance measuring program - Proven proficiency working in a metrics, benchmarks and goals driven in an active work environment. - Reliability and punctuality are a must - Computer literacy a must, demonstrated ability to work with multiple complex systems simultaneously - Ability to document information clearly and efficiently using medical terminology a must - Excellent interpersonal skills required and ability to interact professionally - Experience working in a diverse environment: socioeconomically, ethnically, and culturally - Capacity to kindly and respectfully assist all our constituents including irate and difficult callers, with the uppermost level of customer service. Preferred Previous Work Experience: Currently or recently employed in customer service, public service, as front-line health care worker, or in a contact center. Equipment Utilized - Standard Office Equipment - Remote Connectivity Equipment Language Requirements - Superb verbal and written communications skills in English required - Articulate and adept in medical terminology preferred - Test proven proficiency in at least one other language strongly preferred Physical Requirements - Ability to sit for long periods of time - Light lifting, and bending Working Conditions The MSR position requires the ability to sit at a desk, while talking on the telephone and using the computer, for eight hours each day. The position requires the ability to focus on own work while sitting at a desk cubicle in a Call Center. The position also requires light lifting and bending, while filing member records and similar. The position might require occasional travel to contracted provider sites.

Equal Opportunity Employer Minorities/Women/Protected Veterans/Disabled"
