,Search,Position,Company,Description
7,data analyst,SQL Developer/Data Analyst/ BI Roles,PCS GLOBAL TECH,"
Responsibilities
· Help write and optimize in-application SQL statements.
· Ensure performance, security, and availability of databases.
· Prepare documentations and specifications.
· Handle common database procedures such as upgrade, backup, recovery, migration, etc.
· Write TSQL scripts and objects such as stored procedures, user-defined functions, views, indexes per business requirements.
· Create ETL SSIS packages to migrate data from OLTP sources to OLAP destinations through available tasks and transformations in SSIS.
· Design and create user interactive reports in SSRS, Power BI and Tableau.
· Profile server resource usage, and optimize and tweak as necessary.
· Collaborate with other team members and stakeholders.
Qualifications

BS or MS of degree in Computer Science, Information Technology, Engineering or related field is required

· Proficiency with SQL and its variation among popular databases
· Skilled at optimizing large complicated SQL statements
· Capable of configuring popular database engines and orchestrating clusters as necessary
· Ability to plan resource requirements from high level specifications
· Good communication skills
Benefits:

Health insurance
Dental insurance
Vision insurance

Job Types: Full-time, Contract
Salary: $60,000.00 - $70,000.00 per year
Education:

Bachelor's (Required)

Experience:

Microsoft SQL Server: 1 year (Required)

Willingness to travel:

100% (Preferred)

Work Location: One location
"
8,data analyst,Data Analyst I,Massachusetts General Hospital(MGH),"


Data Analyst I - (3192776)
  




 GENERAL SUMMARY/ OVERVIEW STATEMENT:

The NeuroValue Lab is seeking a full-time Data Analyst to provide analytic support for research activities within the Department of Neurology, Massachusetts General Hospital (MGH). The MGH NeuroValue lab focuses on health services and outcomes research, specifically assessing the economic burden associated with neurological conditions. The lab was created to increase the value of healthcare in neurology with respect to the ratio of quality and/or outcomes to cost (https://neurovalue.mgh.harvard.edu/). 
Reporting to Dr. Lidia Moura, M.D., M.P.H., Director MGH NeuroValue, the Data Analyst will contribute largely to the analytical components of ongoing studies.These studies will produce generalizable, publishable findings. Specifically, the Data Analyst will work with a team of investigators, clinical research coordinators and analysts on various clinical studies and quality improvement projects. The Data Analyst will be responsible for translating research questions into analytic plans; analyzing clinical data, conducting valid statistical tests and statistical models; and assisting with data visualization and communicating findings in presentations and manuscripts. 
We are looking for someone with training in biostatistics, epidemiology, statistics, or a related field. Analytical experience using Electronic Health Record (EHR) data, longitudinal data, and advanced clinical statistical models is preferred. Specific tasks will include: database management, data extraction, data cleaning/quality checks, and conducting statistical analysis using linked and/or multiple data sources.



PRINCIPAL DUTIES AND RESPONSIBILITIES:

The Data Analyst will be working directly under the supervision of Dr. Moura on various data-focused tasks including, but not limited to, data cleaning, data harmonization, data quality control, and data analysis and interpretation (e.g. multivariate regression analyses, survival analyses, etc.). The Data Analyst may also be asked to assist in conducting literature reviews, developing grant proposals, and developing presentations and manuscripts for dissemination of findings.





 SKILLS/ABILITIES/COMPETENCIES REQUIRED:

The ideal candidate will have achieved strong performance in college-level statistics courses, with demonstrated strong analytic ability (including at least some experience working in SAS, STATA, R, Python, or similar programming languages). This position requires attention to detail, especially in ensuring data security, quality and accuracy. The ability to work simultaneously on various tasks, to maintain attention to detail, and to effectively contribute to the project team are also essential.



EDUCATION:

Bachelor’s Degree Required, with some background in statistics or related field.



EXPERIENCE:

At least some demonstrated experience working in SAS, SPSS, R, Python, or other programming language is required, as is a desire to learn more about data analysis.



WORKING CONDITIONS:

This is an onsite position with some flexibility to work remotely on select days.



 EEO Statement


Massachusetts General Hospital is an Equal Opportunity Employer. By embracing diverse skills, perspectives and ideas, we choose to lead. Applications from protected veterans and individuals with disabilities are strongly encouraged.





 Primary Location MA-Boston-MGH Main Campus
  

 Work Locations MGH Main Campus 55 Fruit Street Boston 02114
  

 Job Professional/Managerial
  

 Organization Massachusetts General Hospital(MGH)
  

 Schedule Full-time
  

 Standard Hours 40
  

 Shift Day Job
  

 Employee Status Regular
  

 Recruiting Department MGH Neurology Research
  

 Job Posting Mar 24, 2022
  


"
9,data analyst,Stroke Data Analyst - Comprehensive Stroke Center,Tufts Medical Center,"

  Company Description
   It takes a lot of very smart, hard-working and talented people to provide the level of care that we give to our patients. Tufts Medical Center is an internationally respected academic medical center and we pride ourselves not only on the sophistication of the care we deliver, but the compassionate way in which we provide it. And that starts with our employees.



  Job Description
   GENERAL SUMMARY:
 The Stroke Data Analyst (SDA) is a key member of the team running the Comprehensive Stroke Center (CSC) at Tufts Medical Center, a 415 bed tertiary care, academic medical center in downtown Boston, MA providing care for more than 1000 patients with stroke each year. The SDA is an expert in data tracking for clinical performance metrics, database management, data visualization, data analysis to facilitate process improvement, external reporting, and certification. The SDA reports to and works in partnership with the Medical Director of the CSC and the Stroke Advanced Practice Nurse to guide the care processes of the CSC
 PRINCIPAL DUTIES AND ESSENTIAL FUNCTIONS:

 Maintain and improve a concurrent database tracking the clinical care of hospitalized patients with acute stroke, monitoring achievement of core performance measures and areas identified for process improvement, and informing the Stroke APN and clinical teams of missing actions
 Maintain and improve a database evaluating clinical performance during Stroke Codes with time tracking and including patients eligible for intravenous fibrinolysis and/or endovascular therapy in order to guide process improvement.
 Maintain and improve an adverse event database to identify and facilitate clinical review of selected adverse events among hospitalized patients with acute stroke to help guide process improvement.
 Maintain high fidelity in data representation of clinical care performance for external reporting agencies including the Joint Commission, Get with the Guidelines, Coverdell/Department of Health, Center for Medicare/Medicaid Services, and others, working with data abstractors, the Quality department, administrators, and clinicians to reconcile these data with the concurrent database.
 Facilitate external reporting of clinical care performance measures to the Joint Commission, Get with the Guidelines, Coverdell/Department of Health, etc.
 Periodically audit patient charts (select number per month) to assess adequacy of clinical documentation practices.
 Prepare weekly reports of stroke case numbers and current performance for high priority quality assurance/process improvement initiatives, and other scheduled, defined reports as requested by the Medical Director of the CSC.
 Maintain and improve a core performance metric dashboard, and present this data at monthly meetings of the multidisciplinary Stroke Council.
 Analyze databases and summary reports, identify trends in clinical performance, and perform statistical analyses and data visualizations to help understand the magnitude and potential factors influencing these trends.
 Perform “drill down” investigations when clinical or process measures are not met to identify potential factors influencing these trends.
 Facilitate case updates for allied clinicians including Emergency Medical Services, referring physicians at community hospitals, and clinical care teams at Tufts MC.
 Coordinate and facilitate maintenance of Joint Commission certification of the Comprehensive Stroke Center along with the Stroke APN and Medical Director of the CSC, including preparing presentations on data use and clinical performance metrics.
 Track annual education requirements for CSC clinicians to help facilitate Joint Commission maintenance of certification.





  Qualifications
   JOB REQUIREMENTS:
 JOB KNOWLEDGE AND SKILLS:

 Knowledge of statistics and research methodologies.
 Knowledge of relational databases, report writing, and software packages for database management and presentations.
 Experience with SAS, R, or other similar statistical software.
 Ability to present complex data and concepts to clinicians.
 Analytical skills needed to work independently with databases, perform appropriate statistical analyses, and develop data visualizations to inform quality assurance and process improvement activities.
 Interpersonal skills needed to interact effectively with clinicians including physicians, nurses, and others in an academic medical center.
 Working understanding of quality assurance and process improvement methodologies preferred

 EDUCATION:

 Masters degree or equivalent in a clinical discipline, statistics/biostatistics, data science, or science

 EXPERIENCE:

 Three or more years of experience working in health care or a health care-related field in a position requiring database management preferred
 Prior experience interfacing with regulatory agencies such as the Joint Commission, Department of Health, etc., in the certification of clinical programs or hospitals preferred


 Additional Information
   All your information will be kept confidential according to EEO guidelines.

 AMERICANS WITH DISABILITIES STATEMENT:
 Must be able to perform all essential functions of this position with reasonable accommodation if disabled.
 The above statements are intended to describe the general nature and level of work being performed. They are not intended to be construed, as an exhaustive list of all responsibilities, duties and skills required of personnel so classified. Tufts Medical Center reserves the right to modify position duties at any time, to reflect process improvements and business necessity.
 COVID-19 POLICY:
 Please note that effective October 1, 2021, as a condition of employment at Tufts Medical Center, all employees and new hires must have received their complete dose of the COVID-19 vaccine, unless they have been granted an exemption.

"
10,data analyst,Entry Level Data Analyst,PCS GLOBAL TECH,"
Junior Data Analyst Responsibilities: 

Managing master data, including creation, updates, and deletion.
Managing users and user roles.
Provide quality assurance of imported data, working with quality assurance analysts if necessary.
Commissioning and decommissioning of data sets.
Processing confidential data and information according to guidelines.
Helping develop reports and analysis.
Managing and designing the reporting environment, including data sources, security, and metadata.
Supporting the data warehouse in identifying and revising reporting requirements.
Supporting initiatives for data integrity and normalization.
Assessing tests and implementing new or upgraded software and assisting with strategic decisions on new systems.
Generating reports from single or multiple systems.
Troubleshooting the reporting database environment and reports.
Evaluating changes and updates to source production systems.
Training end-users on new reports and dashboards.
Providing technical expertise in data storage structures, data mining, and data cleansing.

Junior Data Analyst Requirements: 

Bachelor’s or Master's degree from an accredited university or college in computer science.
Work experience as a data analyst or in a related field.
Ability to work with stakeholders to assess potential risks.
Ability to analyze existing tools and databases and provide software solution recommendations.
Ability to translate business requirements into non-technical, lay terms.
High-level experience in methodologies and processes for managing large-scale databases.
Demonstrated experience in handling large data sets and relational databases.
Understanding of addressing and metadata standards.
High-level written and verbal communication skills.
SQL, PYTHON, JAVA, TABLEAU, etc

Job Types: Full-time, Contract
Pay: $65,000.00 - $70,000.00 per year
Schedule:

8 hour shift

Work Location: Multiple Locations
"
11,data analyst,Healthcare Data Analyst I-DACCI,Boston Children's Hospital,"




     63128BR
    



     Dept of Accountable Care and Clinical Integration
    


Job Posting Description

     You’ll be joining a team focused on the implementation of innovative pediatric payment models and clinical integration to measurably improve the care of our patients and the experience of the providers who care for them. We work with Boston Children’s Hospital (BCH), the Physicians Organizations (PO), the Pediatric Physicians Organization at Children’s (PPOC), and other primary care partners. Our ultimate goal is to develop, launch, and formalize integration and shared clinical programming in order to optimize clinical outcomes for the children we serve.
     

This Healthcare Data Analyst will be responsible for:

 Working with the DACCI, (Department of Accountable Care and Clinical Integration), analytic team, management, and key business contacts in the development and delivery of analyses and standardized reports by gathering requirements, analyzing data, and presenting the data in a logical manner.
 Providing data and analytic support for aggregation of healthcare data into information to support departmental needs related to the negotiation, implementation and ongoing maintenance of healthcare contracts with respect to risk and other alternative payment arrangements, population health management, and clinically integrated care.
 Functioning independently within a fast-paced environment, and collaborating with clinical and administrative staff to ensure that analyses and reports are timely, accurate, meaningful, and interpretable.

 To qualify, you must have:

 1-2 years of experience working with tools to access data and conduct and maintain analyses and reports or a related advanced degree
 Working knowledge of claims data and risk arrangement methodology is preferred.



 Boston Children’s Hospital offers competitive compensation and unmatched benefits, including a flexible schedule, affordable health, vision and dental insurance, generous levels of time off, 403(b) Retirement Savings plan, Pension, Tuition Reimbursement, cell phone plan discounts and discounted rates on T-passes (50% off). Discover your best.
    


Status

     Full-Time
    


Regular, Temporary, Per Diem

     Regular 
    


Standard Hours per Week

     40 
    


Office/Site Location

     Boston
    


Job Category

     Administration
    




"
12,data analyst,Data Analyst/Coordinator,MIT,"


Information on MIT’s COVID-19 vaccination requirement can be found at the bottom of this posting.  
DATA ANALYST/COORDINATOR, Koch Institute (KI) of Integrative Cancer Research, to report to the senior manager for HR and administration and perform complex statistical analysis and write analytical reports to support the KI’s National Cancer Institute (NCI) Cancer Center Support Grant (CCSG) requirements. Responsibilities include designing queries in response to data requests; developing succinct and graphically compelling summaries of statistical research results; responding to data requests and collecting data; developing new systems and processes for data collection as needed; developing and maintaining database(s); and providing input into assessments of programs and initiatives. Will also analyze and interpret data and results using statistical techniques; improve data resource availability by reviewing data collection, storage, or retrieval process and identifying gaps in data; create and administer surveys; prepare data for meetings and presentations, including for the Koch’s Scientific Advisory Board and the CCSG (including noncompeting, competing, and interim grant submissions, and the NCI site visit); and perform other relevant duties as assigned.



Job Requirements REQUIRED: bachelor’s degree in a related field; at least five years of relevant experience analyzing and modeling large complex data sets and creating informative reports and dashboards; knowledge of statistical programming languages, database query languages, predictive analysis techniques, and statistical methodology; proficiency with data visualization and communication tools; experience with SPSS, SAS, R, Python, or equivalents; broad knowledge of a professional discipline and understanding of related disciplines; and strong customer-service and communication skills. PREFERRED: master’s degree and experience administering projects, programs, or processes. Job #20172-8   
Salary Range: $85-95,000



"
13,data analyst,REMOTE Compliance Data Analyst,Insight Global,"
JOB DESCRIPTIONA large financial client is looking for a novice Risk / Compliance Analyst to join their Boston team (remote) for a 6-month contract plus extension with the potential to convert perm. This would be a great opportunity to get involved with a renowned bank and gain experience. This person will be monitoring activities to minimize the company's exposure to risk. The Compliance Analyst will monitor compliance activities, records & metrics to minimize the Company's exposure to Federal and State regulatory findings of non-compliance. S/he conducts research, analysis of relevant compliance-related information and makes recommendations on necessary procedural/control changes on less complex compliance matters. Activities may include quantitative analysis, risk identification and remediation. They will represent or support the representation of the company to minimize compliance and regulatory risk by resolving issues and ensuring adherence to company and legal standards. Also, they will be ensuring that all the company's activities adhere to the necessary rules and regulations, and that the company complies with legal/regulatory statutes and jurisdictions. The Analyst monitors compliance activities, records & metrics to minimize the Company's exposure to Federal and State regulatory findings of non-compliance. S/he conducts research, analysis of relevant compliance-related information and makes recommendations on necessary procedural/control changes on less complex compliance matters. There will be numerous assignments at a time so someone that is good under pressure in a fast-paced environment is needed.MINIMUM REQUIREMENTS

2+ years of experience performing regulatory reporting / entry level PM
Microsoft Office Suite, especially PowerPoint and Excel

**Familiar with using data to populate reports (Excel and PowerPoint) with experience using pivot tables/charts **

Familiarity working with data sets to complete management reporting (ex. create/update graphs)
Ability to prioritize tasks and handle numerous assignments simultaneously
Regulatory Reporting
Strong project management skills
Financial industry experience

Job Type: Contract
Pay: $20.00 - $30.00 per hour
"
14,data analyst,Research Analyst (Data),MIT,"


Information on MIT’s COVID-19 vaccination requirement can be found at the bottom of this posting.  
RESEARCH ANALYST (DATA), Abdul Latif Jameel Poverty Action Lab (J-PAL) (multiple openings), to work closely with and support the research of an MIT faculty member, largely in the area of data analysis. Will work hand-in-hand with faculty members to clean and analyze data collected from the field. Responsibilities include working with data sets, preparing and running code for data cleaning and analysis; coding in STATA or R; assisting faculty with literature reviews; liaising with field staff running evaluations; providing input into technical aspects of project reports for funders; assisting with technical aspects of new and renewal applications to Institutional Review Boards (IRB) and replying to questions from J-PAL administrative staff working on IRB issues; providing input as appropriate into academic papers; preparing data for publication and publishing in publicly-accessible repositories; supervising undergraduate interns who may assist with the PI’s project; and performing other tasks as assigned. The typical research analyst is considering future graduate study in economics.



Job Requirements REQUIRED: a bachelor’s degree that includeD training in economics and coursework in statistics, mathematics, and econometrics; hands-on experience with Stata or similar statistical package; experience working with large datasets; good oral and written communication skills; ability to handle several different projects/tasks simultaneously, successfully complete assigned tasks, and meet deadlines; self-motivation; and willingness to learn. Formal post-undergraduate professional experience is not required. Job #20318


"
0,data analyst,Data Analyst,Geode Capital Management,"
Who Are We?Geode Capital Management is a leading asset manager. We meticulously manage over $1 Trillion in financial assets on behalf of our institutional clientele. Geode is disrupting the industry as a truly tech-first investment firm. We apply the latest technologies and techniques towards solving interesting and challenging problems. The technology team closely partners with each area of our business, including: portfolio management, trading, compliance, legal, operations, finance, human resources, and business development.
Why Should You Join Us?Are you looking for a linchpin role in the operations of the firm? Do you want to become an expert managing financial data sets? Geode is a business that runs on data. This is an opportunity for highly motivated individual contributors (IC) to ensure that the data driving our processes is of the highest quality possible. This is an opportunity to become an expert on the data sets we use in our investment processes. Do you want a chance to develop your skills as an analyst - build your data science skills? Do you want to create dashboards and reports for the firm, showcasing your skills? Do you want to be the firm’s go-to person for questions regarding your area of expertise? Additionally, we are re-imagining the entire tech stack, from the ground up, to meet our current needs and handle future growth demands that are quickly approaching. We want you to be part of this process of defining the operational best practices for our firm going forward. In this role, you will see a direct correlation between your work efforts and firm success. You will work with some of the brightest minds in the industry, and you'll have a unique opportunity to solve some of the most interesting data challenges, at a scale few companies can match. As we continue to expand and create, we have a lot of exciting work ahead of us!
What Are We Looking For?As part of the Data Analysis Team, your mission is to ensure our key data assets are ready for use by the entire firm on a daily basis. We are looking for someone with an “eye for quality and details”. We want someone with the managerial skills to triage issues as they arise, intuitively to ask the right questions, and execute a corrective course of action. We are looking for someone with excellent sleuthing skills to investigate issues to uncover root causes and work with resources across the firm to continually improve the data and our processes. We are looking for someone with the research and analysis skills to become the go-to experts on data sets. We want someone that can produce metrics and other analytical reports for Portfolio Management, Trading and other stakeholders. Are you great at producing visualizations? Designing dashboards? Critical to success are strong-decision making abilities, consensus building skills, and effective communication.
Who Are You?

Love data and don’t think it’s crazy to be madly passionate about it.
Appreciates the criticality of good, clean, data, that helps drive business impact.
Team player - willingness to help with any task needed for team success
Clear communicator who can explain complex data problems in concise language.
Determined, curious, and industrious
Thrives in a fast paced environment where you roll out of bed excited to work that day.
Understands our business and sees how your work impacts the whole.

What Will You Do?

Serve as operational data steward for a set of data assets
Validate the day-to-day readiness of data assets for use in the investment process
Ask questions and look for anomalies. Identifying possible data issues is a high priority.
Be a problem solver. Triage issues and flag critical issues for escalation. Collaborate with colleagues to resolve issues.
Develop metrics, tests, reports/dashboards to evaluate and monitor data quality
Contribute to the continuous improvement of data pipelines. Identify ways to streamline our processes and automate standard maintenance.
Be curious. Develop your technical skills and expand the tool kit you use for data analysis.

Qualifications: 

BS/MS (Economics, Finance, Computer Science or related major)
Strong technical background and the ability to work independently
Experience with SQL is also preferred
Experience with various asset classes including equities, fixed-income securities, and derivatives
Solid working knowledge of Excel or more sophisticated data analysis tools (Jupyter Notebooks, Tableau, etc)
High attention to detail and supreme quality, while balancing both practicality and value-creation.
Excellent verbal and written communication skills

Nice to Have: 

Experience leveraging tools available from major cloud providers (AWS, Azure, GCP)
Hold yourself to a high standard of work. Be responsible, open, honest, and transparent. We value your contributions and believe that when we all work together, we create a better product

Job Type: Full-time
"
1,data analyst,Data Analyst I,T1D EXCHANGE INC,"


T1D Exchange is an innovative nonprofit organization dedicated to accelerating therapies and improving care for people with type 1 diabetes. We are rapidly expanding and have an exciting opportunity for a Data Analyst I professional.
 Summary:
 The Data Analyst I will work closely with the Registry, Outcomes Research teams, sponsors, and internal stakeholders to design and implement statistical analyses for qualitative, survey, and observational research, as well as to help establish and maintain best practices for data management and data analytic strategies. Develop and present statistical analysis and research plans to internal team and external stakeholders. Responsible for preparation of study documents (e.g., statistical analytic plans), reports and presentations (e.g., abstracts, manuscripts, scientific posters) to summarize research findings.
 Primary Responsibilities:

 Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.
 Develop statistical analysis plans for research studies and analyze data using industry-standard statistical tools, R preferred.
 Review research data to summarize population demographics, identify trends within and across studies and extrapolate other statistical inferences.
 Draft, edit, and present data analysis reports. Provide exemplary tabular and graphic summaries of analyses for presentations at internal and external meetings, scientific conferences, and in manuscript-ready formats for publications.
 Maintain working knowledge of the most recent best practices of statistical techniques and federal and state regulations
 Perform other duties as assigned (e.g., data cleaning, quality control, post-hoc analysis, interpretation of results, etc.)

 Qualifications:

 Master’s degree or higher in quantitative disciplines, such as statistics, biostatistics, epidemiology, biology, or social sciences. Exceptional applicants with Bachelor’s degree may be considered.
 Minimum one year of work experience in a similar role.
 Proficient in industry standard statistic programs such as R (preferred), SAS or SPSS for data manipulation and statistical analysis.
 Proficient in clinical and/or socio-behavioral data analysis models, such as multiple regressions, logistic regressions, and other common descriptive and inferential statistical techniques.
 Excellent problem solving and communications skills; ability to communicate effectively with all levels of employees, researchers, physicians, and other professionals.
 Detail-oriented with a commitment to accurate results; works with passion, integrity, and energy. Willing to learn about new methods and technologies.
 Competent handling confidential information and familiarity with privacy/HIPAA requirements.
 Must have the ability to thrive in a fast-paced setting, working in a cross-functional environment serving diverse populations.
 Exceptional organization and time management skills with the ability to work independently and as a part of a team.

 One or more of the following qualifications considered a plus:

 Knowledge and research in diabetes.
 Experience with data wrangling involving large, complex data sets.
 Experience with industry standard visualization tools, such as Tableau.
 Experience in dealing with extraction and manipulation of relational databases (SQL).
 Experience with qualitative research methods and data analysis.
 Peer-reviewed publications or conference presentations, where you were the primary contributing author.

 More about our organization:
 T1D Exchange is an innovative nonprofit organization dedicated to accelerating therapies and improving care for people with type 1 diabetes. T1D Exchange actively supports discovery and innovation—particularly at its earliest stages. At the same time, the organization asserts that evidence gathered in the “real world” is necessary to help bridge the gap between discovery in research settings and impact in people’s lives.
 At the core of T1D Exchange research is a robust Registry of people living with type 1 diabetes, as well as cutting-edge research tools, methods, and programs to gather data and biological samples from people living with type 1 diabetes. The goal is to link patient samples, data, and insight to all stages of research and development, advancing the development of therapies and better care for everyone affected by type 1 diabetes.
 EEO Statement:
 The organization provides equal employment opportunities (EEO) to all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity or national origin.


"
2,data analyst,Data Analyst/Master Data Coordinator,Procter & Gamble,"

  P&G is the largest consumer packaged goods company in the world. We have operations in over 75 countries, with 65 trusted brands that improve lives for 5 billion consumers worldwide. This brings many advantages, including the opportunity for our employees to enjoy a diverse and rewarding lifelong career filled with new and exciting challenges.
   We believe great ideas emerge from the creative connections that happen between our talented employees and we encourage diverse, multi-functional teams to work together to generate new ideas to address challenges we face.
 Would you like to apply your education and experiences in exciting and meaningful ways from day one? Do you have an ambitious spirit, real passion for winning and professional development? The this could be the opportunity for you!
 We are currently hiring an Data Analyst/ Master Data Coordinator position in Boston, MA. This position is responsible for supporting the Global Shave Care Innovation group managing various systems for tracking initiative data, and for the creation and maintenance of attributes for new SKUs in SAP. You will work in partnership with the initiative leaders and master data teams to ensure the accurate and timely set up of codes, resolving and updating the system as the business requires.
 What we offer you:

 Training and learning every day with significant responsibilities from your first day. 
 Continuous coaching & mentorship- We are passionate about our work. We will make sure you receive both formal training and as regular mentorship from your manager and others. 
 Dynamic and accommodating work environment - We live our Purpose, Values, and Principles daily. We value every individual and support initiatives promoting agility and work/life balance. 
 Flexible work arrangements. 
 Competitive compensation and benefits program.


Qualifications 
Required Skills:  

Must have a minimum high school diploma, GED, or equivalent 
 3 - 5 years' SAP experience 
 Relocation not offered for this position

 Preferred Skills:  

Experience working with Enovia is beneficial but not essential 
 Experience of Quickbase is beneficial but not essential 
 Excellent communication (written and oral) 
 Capable of managing multiple priorities and projects 
 Problem-solving skills

 Just So You Know:
 Relocation generally not paid.
 We are committed to providing equal opportunities in employment. We value diversity and do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.
 All will receive consideration for employment without regard to race, color, religion, sex, national origin, protected veteran status, disability status, age, sexual orientation, gender identity and expression, marital status, citizenship, HIV/AIDS status or any other legally protected factor.
 Immigration sponsorship is not available for this position, except in rare situations based on Procter & Gamble's sole discretion. Applicants for U.S. based positions are eligible to work in the U.S. without the need for current or future sponsorship. We do not sponsor for permanent residency. Any exceptions are based on the Company's specific business needs at the time and place of recruitment as well as the particular qualifications of the individual.
 Procter & Gamble participates in e-verify as required by law.
 Qualified individuals will not be disadvantaged based on being unemployed.
 We will ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. Please contact us to request accommodation.
 )

"
3,data analyst,Data Analyst III,MIT,"


Information on MIT’s COVID-19 vaccination requirement can be found at the bottom of this posting.  
DATA ANALYST III, Resource Development, to play a key role in delivering essential data to help advance MIT’s fundraising mission. Will manage the full development cycle of data reporting, from collecting requirements, to designing, testing, deploying, and maintaining new enterprise reporting resources; collaborate with stakeholders to understand business processes and develop solutions; and act as a lead developer for fundraising reporting tools and work with colleagues to continually evaluate reporting tools and proactively recommend ways to improve data collection, storage, and retrieval processes.



Job Requirements  
REQUIRED: bachelor's degree, preferably in computer science, information technology, or similar quantitative analysis discipline; five years’ relevant experience working with large, complex data sets to produce reports and dashboards; three years’ experience developing enterprise-wide reports using Tableau and programming in SQL and Oracle or other DBMS; excellent problem-solving, analytical, data interpretation, interpersonal, and written and oral communication skills; attention to detail; and diplomacy and discretion with confidential information. Must be able to manage multiple projects/priorities and meet challenging and changing deadlines; synthesize, evaluate, and communicate information in a clear, cohesive manner; explain and present complex concepts to a variety of audiences; and establish effective working relationships with colleagues and other constituents. PREFERRED: experience in higher education advancement services, particularly fundraising business processes, prospect management, and gift accounting within a large research university setting; experience with Ellucian Advance or other enterprise fundraising system and underlying DBMS; familiarity with statistical methodologies; proactive interest in process documentation, investigative analysis, and process review with an eye toward improved efficiency; strong organizational sense; interest in learning new technologies; and comfort mapping business activities to IT systems/services. Job #20904-8  Must be willing and able to work occasional evenings and weekends.  This position will be hybrid, with a combination of on-campus and remote work.  Application material should include a resume and cover letter.



"
4,data analyst,Data Analyst Product Costing,New Balance,"

Who We Are:
 Since 1906, New Balance has empowered people through sport and craftsmanship to create positive change in communities around the world. We innovate fearlessly, guided by our core values and driven by the belief that conventions were meant to be challenged. We foster a culture in which every associate feels welcomed and respected, where leaders and creatives are inspired to shape the world of tomorrow by taking bold action today. At New Balance, We Got Now.

 JOB MISSION:
 Maintain and develop reporting analysis and process documentation to assist business units and decision-making deliverables.
 Develop understanding of the footwear product costing process throughout day-to-day work. Gain familiarity with design, materials, manufacturing processes, product construction and technologies.

 MAJOR ACCOUNTABILITIES:

 Data Analytics

 Execute the design, development, and maintenance of ongoing reports, analyses, dashboards, etc.
 Assist in building analysis, data visualizations, and multi-functional reporting that provides critical support to the operations and decision-making of the organization
 Support business units, data teams and product/program management with process improvements for optimized delivery of diverse data requests
 Assist in developing processes and methodologies to automate reporting where possible
 Locating and defining new process improvement opportunities

 Product Costing Analytics

 Take responsibility for seeing that projects follow the cost guidelines and project requirements established by the team
 Attend meetings, collaborate, and support cross functional teams with costing information and direction
 Make recommendations on cost saving options
 Provide weekly estimates of product cost capturing Design, Development, and/or Marketing changes
 Prepare and report product costs at each milestone requirement on areas you support
 Review, analyze, verify, negotiate, and confirm product cost per timeline



 REQUIREMENTS FOR SUCCESS:

 Bachelor’s Degree in Finance, Computer Science or any applicable field
 1-3 years of related analytical work or internship experience.
 Analytical mindset and organizational skills. Attention to detail a must.
 Excellent communication skills, including verbal, written, presentation and negotiation.
 Proficient in MS Office (Excel, Word, PPT, Visio, Sharepoint, Teams).
 Experience working with Data Visualization/Business Intelligence software tools is a plus (ie: Spotfire, Tableau, PowerBI,SQL/Snowflake)
 Ability to work in a collaborative cross functional team environment; strong relationship-building skills.


 Our Benefits:
 Our products are only as good as the people we hire, so we make sure to hire the best and treat them accordingly. New Balance offers a comprehensive traditional benefits package including three options for medical insurance as well as dental, vision, life insurance and 401K. We also proudly offer a slate of more nontraditional perks – opportunities like online learning and development courses, tuition reimbursement, $100 monthly student loan support and various mentorship programs – that encourage our associates to grow personally as they develop professionally. You’ll also enjoy a yearly $1,000 lifestyle reimbursement, 4 weeks of vacations, 12 holidays and generous parental leave, because work-life balance is more than just a buzzword – it’s part of our culture.
 Learn more about our Benefits

 Flexible Work Schedule:
 New Balance is committed to creating a culture that allows our associates to do their best work. Our corporate work-from-home policy does not mandate an arbitrary number of days in-office. Instead, we’ve designed a flexible hybrid model that empowers individual teams by letting the type of work dictate where it will most effectively be performed. We are capitalizing on this unique opportunity to evolve how we work based on efficiency, productivity, and the well-being of our associates.

 Equal Opportunity Employer:
 New Balance provides equal opportunities for all current and prospective associates and takes affirmative action to ensure that employment, training, compensation, transfer, promotion and other terms, conditions and privileges of employment are provided without regard to race, color, religion, national origin, sex, sexual orientation, gender identity, age, handicap, genetic information and/or status as an Armed Forces service medal veteran, recently separated veteran, qualified disabled veteran or other protected veteran.


"
