,Search,Position,Company,Description
14,cyber security,Cybersecurity (Tenure-Track; Academic Year Position; Open Ra...,Massachusetts Bay Community College,"
Cybersecurity (Tenure-Track; Academic Year Position; Open Rank - Assistant/ Associate Professor)
Department:  Dean of Science and Engineering*Location: * Wellesley Hills
MassBay fosters educational excellence and academic success to prepare students for local and global citizenship, to meet critical workforce demands of communities, and to contribute to the region’s economic development._Massachusetts Bay Community College values diversity, inclusion, and collaboration. We strongly encourage members of underrepresented communities to apply to join our community._
Located in Greater Boston, MassBay is a comprehensive, open-access community college offering associate degrees and certificate programs on three campuses in Wellesley Hills, Framingham, and Ashland, Massachusetts.
Position Summary: The ideal candidate will demonstrate a passion for teaching and promoting success among a diverse student population.Faculty members are responsible for developing educational and evaluation materials consistent with the philosophy and framework of the program, MassBay Community College and CS department in accordance with the evolving needs of the department. The faculty member is responsible for maintaining their licenses and expertise in cybersecurity current to be able to fulfill the ongoing needs of this position.The successful candidate will teach a full-time (15 credit hours per semester) schedule of Cybersecurity and Information Technology courses, which may include, but are not limited to the list found online in the academic catalog. Courses may be held in the classroom at Wellesley; in the hybrid or online environment; and/or via other modalities as assigned.*Key Responsibilities and Duties: *

Ability to effectively communicate inter-personally orally and in writing;
Collaborative individual to work effectively with a diverse student body, faculty, and staff;
Prepare course syllabi and develop curricula to meet course and program requirements and student learning outcomes;
Serve as academic advisor to students;
Participate in the improvement and development of academic programs and resources;
Serve on College committees as elected or appointed;
Attend Program, Department, Division, and Committee meetings;
Participate in assessment of course and program learning outcomes;
Use technology effectively to communicate with students and colleagues and to enhance classroom learning as appropriate;
Engage in professional development activities to maintain excellence in the discipline and in the classroom;
Carry out other related duties as assigned by the Dean consistent with the Collective Bargaining Agreement; and
Demonstrate commitment to closing equity gaps through teaching and/or mentoring.

*Commitment to Equity: *

Support MassBay’s commitment to the Equity Agenda;
Collaborate with faculty, staff, and students on the College’s strategic initiatives dedicated to closing the equity gap related to student outcomes;
Support MassBay’s commitment to being anti-racist; embracing a community free of bias and inequality;
Contribute to discussion and review of applicable College policies with a critical lens toward diversity, equity and inclusion;
Engage with the Office of Diversity on issues related to underserved student success;
Further the examination of pertinent practices that are culturally responsive and reflective of inclusive perspectives;
Engage in conversations with colleagues and students regarding best practices within the discipline or programmatic related to equity and inclusion.

This list is not to be considered all-inclusive. A supervisor may assign other duties as required to meet the needs and foster the mission of the College.All employees of MassBay are expected to work collegially and collaboratively within a community that values and celebrates diversity.Required Qualifications: 

Master's degree in Cybersecurity, Computer Science, Information Technology, or relevant fields from an accredited university.
Teaching and/or training experience in Cybersecurity, coding, and/or network security.

*Preferred Qualifications: *

Sensitivity and commitment to the goals of Affirmative Action and workforce diversity;
Experience working in a diverse environment;
Demonstrated commitment to working with underserved students;
Current cybersecurity-related certifications or licenses. (e.g., CISSP, CompTIA Security+, Cisco CCNA, Cisco security) or a commitment to pursuing;
Relevant industry experience in IT, Cybersecurity (both defensive/offensive), software and network security, risk management, intrusion detection & response, compliance, and/or disaster recovery;
Strong commitment to teaching excellence, serving as a champion for the cybersecurity program;
Two years of teaching experience in credit-bearing courses at the college level, or equivalent industry training experience;
Demonstrated versatility in teaching a range of courses offered in the Cybersecurity, Information Technology programs;
Experience in curricular planning and assessment as well as practices, technologies, and inclusive pedagogy to enhance student learning;
Knowledge of, ability to develop, and commitment to use emerging technologies and alternative delivery methods appropriately, including online delivery, hybrid course options, etcetera;
Experience with federal and/or state grants;
Interest in and familiarity with workforce development needs in the regional community; and
Experience with outreach activities with K-12 schools.

*Additional Information: **Salary Range: * $55,000.00 - 65,000.00 Annual Salary*Position Type: * MCCC-Faculty*Application Deadline: * April 16, 2022, or thereafter until filled.*To Apply: * Please include a letter of interest and resume with your online application.
Faculty
All MassBay Community College students, faculty, and staff are required to be fully vaccinated for COVID-19. Accordingly, initial employment is dependent upon receipt and verification of full vaccination status records; details of how to fulfill vaccine record verification requirements will be provided during the hire and onboarding process.Hiring is subject to state appropriation funding.
Final candidates are required to provide sealed transcripts and/or certifications.
Hiring is contingent upon a successful CORI clearance.
Massachusetts Bay Community College is an affirmative action/equal opportunity employer and does not discriminate on the basis of race, color, national origin, sex, disability, religion, age, veteran or military status, genetic information, gender identity, or sexual orientation in its programs and activities as required by Title IX of the Educational Amendments of 1972, the Americans with Disabilities Act of 1990, Section 504 of the Rehabilitation Act of 1973, Title VII of the Civil Rights Act of 1964, and other applicable statutes and college policies. The College prohibits sexual harassment, including sexual violence. Inquiries or complaints concerning discrimination, harassment, retaliation, or sexual violence shall be referred to the College’s Affirmative Action and/or Title IX Coordinator, Lisa MacDonald, Director of Equity Compliance, lmacdonald@massbay.edu, (781) 239-3147, the Massachusetts Commission Against Discrimination, the Equal Employment Opportunities Commission or the United States Department of Education’s Office for Civil Rights.
Job Type: Full-time
Pay: $55,000.00 - $65,000.00 per year
"
0,cyber security,CLOUD SECURITY ARCHITECT,South Shore Health,"

Job Description Summary
 Reporting to the Manager of Cyber Security, the Cyber Security Architect will support the ongoing management of information security policies, procedures, and technical systems in order to maintain the confidentiality, integrity, and availability of information. This individual is responsible for implementing, managing, and enforcing information security directives as mandated by the South Shore Health (SSH) Information Security framework. They will be responsible for daily security operations and will assist in the development of architecture designs, changes, and configuration management in support of information security initiatives. This individual responsibility for supporting the engineering associated with the planning, building, configuration, deployment, and run / maintenance support of South Shore Health’s various cloud environments and migration strategy. They will conduct technical evaluations, and make recommendations to the Information Technology group. All duties to be performed in a manner that promotes a team concept consistent with the culture and mission of the Health System.
 Job Description

 ESSENTIAL FUNCTIONS  Essential functions are those tasks, duties and responsibilities that comprise the means of accomplishing the job's purpose and objectives. Essential functions are critical or fundamental to the performance of the job. They are the major functions that the person in the job is held accountable for. Following are the essential functions of the job.  1. Assist with the design and execution of a holistic cybersecurity architecture for SSH cloud infrastructure  2. Oversight and support of the security tools used to protect, detect, and respond to security threats in the cloud  3. Lead the testing, launch, and continuous improvement of the SSH’s cloud cyber security solutions  4. Provide subject matter expertise in Cloud technologies (AWS, Microsoft Office 365, ERP, Workday) and support security documentation by providing subject matter expert input into policy, standards, and guidelines  5. Candidate must have knowledge of cloud automation and deployment frameworks with regards to their use in highly available environments (Azure Resource Manager/Azure Functions)
 6. Be familiar with BYOD strategies to ensure protection of data  7. Ensures excellent consistency, documentation, and process across all programs.  8. Proactively advise to the business on how to maintain security posture.  9. Working with the compliance team to ensure policies and procedures are embedded into our systems (data retention, access policies, etc.).  10. Providing enterprise systems design, technical project leadership, system implementation, ongoing operational support, proactive analysis, and capacity planning.  11. Accurately documents and maintain case information including case notes, issue/problem resolution, root cause information, and knowledge base/support articles.  12. Monitor assigned tickets and tasks and provide service or escalation as necessary.  13. Adhere to departmental policies for reporting and managing requests and change control.  14. Monitor and evaluate threat intelligence, formulate and implement strategies to protect the organization
 15. Perform and/or support information security risk assessments and audits to ensure that information systems are adequately protected and meet SSH’s security framework and standards.  17. Provide support for the administration of information security controls and tools; e.g. access controls, endpoint protection, anti-virus/malware, data loss prevention, e-mail security, encryption, patching, vulnerability, web application gateways, perimeter firewalls and security log management and monitoring tools, used in governance, risk management, and compliance of protected data.  18. Conducts audits of the security levels, security practices and provides updated status reports.  19. Mitigate security event alerts and vulnerabilities through security incident event management (SIEM/Splunk) tools or other external sources.  20. Develop and maintain technical documentation used for information security operations procedures, which outline decision support (e.g., security control administration, best practices, events of interest and incident handling, and escalation).  ESSENTIAL FUNCTIONS (Cont.)  I. Technology and Learning a. Participates in continued learning and possess a willingness and ability to learn and utilize new technology and procedures that continue to develop in their role and throughout the organization. Industry certifications such as CISSP, AWS or Azure security certifications highly regarded.  b. Embraces technological advances that allow us to communicate information effectively and efficiently based on role.  UNIT / DEPARTMENT SPECIFIC JOB FUNCTIONS  Unit Specific functions are those tasks, duties and responsibilities that are specific to the performance of the job within a certain unit(s). Following are unit specific functions of the job, along with the corresponding performance standards.  1. Personal transportation for local travel between SSH sites.  2. Participate in emergency and on-call coverage as assigned.  v


"
1,cyber security,Security Operations Engineer,LogRocket,"



    Get in on the ground floor at one of Boston's top startups and help us solve a huge challenge for developers and product teams - understanding customer experience. LogRocket is the first system that gives these teams complete visibility into their customer's experience using their web apps - through pixel-perfect replays of user sessions and clear insight into logs, errors and network activity. We've already attracted an elite roster of customers (Reddit, Twitch, Airbnb) and we've raised over $30M from top investors including Battery Ventures and Matrix Partners.
   


 If you’d like to join in on our mission of making every experience on the web as perfect as possible, while taking on massive ownership over your work and helping scale LogRocket to be a pillar in the Boston tech community - we’d love to speak with you!
   


 About The Role



 We’re looking to bring aboard our first Security Operations Engineer to help monitor and secure our quickly growing infrastructure. LogRocket tracks millions of events across our customers’ web applications to help product teams quickly identify and squash any bugs or errors that arise. We want to empower our engineers to build products using this data and allow them to directly support our customers while maintaining high visibility of data access, anomalous behavior, and potential for abuse.
   



You Will...

 Work on improving our security logging, monitoring, and alerting Deploy and maintain tools for scanning dependencies, build artifacts, network configuration, and more Regularly review and improve our SIEM, DLP, and endpoint protection programs Build and deploy tooling to improve auditable data access across the LogRocket platform Help to maintain our SSO infrastructure for both corporate and customer authentication Champion security awareness across the organization





About You

 You have a strong understanding of state-of-the-art security practices and tooling You are a champion of modern zero trust authentication practices You deeply understand cloud provider security models You work to create security systems that empower daily use, but prevent broad escalation. You favor auditable self-serve one-off access over heavily restricted always-on admin permissions You can navigate clunky enterprise customer security requirements without heavily compromising on any of the above





Benefits & Perks

 Catered lunch throughout the week and a fully stocked kitchen with all your favorite snacks (healthy AND non-healthy) Open vacation policy - we all work hard and take time for ourselves when we need it, no strings attached Extensive Health, Dental, Vision benefits paid for by us, along with 401k and Commuter benefits Generous stock options - we all get to own a piece of what we’re building Regular team outings and activities (craft nights, boat cruises, excursions out of the city, and many more!) Flexible working hours and location Three months of fully-paid parental leave to any employee welcoming a child into their home. Ample opportunities to learn and take on new responsibilities in a fast-paced, growth-mode startup





About LogRocket



 Founded in 2016, LogRocket's goal is to make every experience on the web as perfect as possible. Today, our team is a diverse group that brings an eclectic set of experiences from Google, Meteor, Drift, HubSpot, MIT, and Columbia. We enjoy eating lunch together in our airy Downtown Crossing office, learning at our show-and-tell sessions, and hosting our friends during #logrocketeer events. We focus on building our software with care and craftsmanship — our engineering blog posts offer a taste of that — and we welcome talented people from all backgrounds. Many of us have important spaces in our lives, whether it be family, social organizations, schools, or former companies, and we're doing all we can to make LogRocket another one.
   


 Backed by top investors Matrix Partners and Battery Ventures, we're on a mission to improve society's experience with software.
   


 LogRocket is an equal opportunity employer. We celebrate diversity and are committed to creating an inclusive environment for all employees.
   


"
2,cyber security,IT Security Architect,firstPRO Inc.,"
firstPRO is now accepting resumes for an IT Security Architect position. This role will be performed remotely with a requirement of 5 days per month onsite in the Marlborough or Chelmsford location. Excellent client with generous salary and robust benefits package.
If you believe you could be a fit for the position, please submit your resume and I will follow up accordingly!
Primarily responsible for

Starting an architecture practice devoted to IT Security
Working with a cross-functional team of Enterprise, Data, Development Architects
Participating, preparing for, and presenting to Architectural Steering Committee
Researching, analyzing, proposing, adopting, disseminating architectural standards for the organization
Reviewing, documenting, and proposing improvements on new and existing architectures internally and with third-party relationships

Requires strong experience in

On-Premises and Cloud IT environments
Scripting and Automation
Network and IT security design best practices
Standards and documentation creation
Concept and proposal presentation to technical and non-technical team members and executives

Helpful experience areas include

AWS, Infrastructure as Code (CDK), M365
Splunk, Palo Alto
Industry standard frameworks

Job Type: Full-time
Pay: $170,000.00 per year
Benefits:

401(k) matching
Dental insurance
Flexible schedule
Health insurance
Life insurance
Paid time off
Tuition reimbursement
Vision insurance

Schedule:

8 hour shift
Monday to Friday

Work Location: One location
"
3,cyber security,Senior Information Technology (IT) Associate,MIT,"


Information on MIT’s COVID-19 vaccination requirement can be found at the bottom of this posting.  
SENIOR INFORMATION TECHNOLOGY (IT) ASSOCIATE, Abdul Latif Jameel Poverty Action Lab (J-PAL)-Finance and Operations Team, to perform a broad range of activities and special projects in support of the daily operations of the IT team. Responsibilities include resolving routine IT hardware, software, network, and/or security issues on a day-to-day basis; installing and updating hardware/software and network systems; managing IT assets (including computers and printers), by vetting, ordering, tagging, recording, and maintaining assets for office and individual staff; maintaining and troubleshooting networks, applications, and programs; creating accounts and configuring software/hardware as part of the onboarding and offboarding processes; providing advanced troubleshooting support for web browsers, word processing software, and other applications; managing the overall ticket system; building solutions in the knowledge base for staff to self-service; managing day-to-day G-suite administration for J-PAL staff; providing support for databases and performing data back-ups; assisting with Salesforce and Foundation Connect/Salesforce tasks; and handling other projects when needed.



Job Requirements REQUIRED: high school diploma or its equivalent; at least five years’ information technology experience; working knowledge of common software applications and processes; proven record of providing excellent customer service; comfort with Salesforce’s and G-suite administration, desktop/laptop set up, and Zoom; Mac troubleshooting and support experience; and good written and verbal communication skills. Must be able to build relationships and work within a team; communicate clearly to a broad range of stakeholders; anticipate, plan, prioritize, and meet tight deadlines; efficiently organize and manage a high volume of work; and self-manage a time-sensitive workflow while maintaining high-quality output and absolute accuracy with details. PREFERRED: webinar experience. Job #21043-7


"
4,cyber security,Offensive Security Sr Cyber Security Research Consultant,WELLS FARGO BANK,"

About this role:

 Wells Fargo is seeking a Senior Cyber Security Research Consultant professional to join our Offensive Security Research Team (Red Team) - Threat Simulation group. This role will involve the execution of Tactics, Techniques, Procedures (TTPs) that will simulate or emulate financial threat actors. The position involves collaborating with other members of the Cyber Security Defense and Monitoring team to collaborate on enhancing the detection capabilities to protect the bank. After a successful operation, work with Blue Team members to identify opportunities to break the attack chain. This team member must be able to utilize complex hacking tools, create proof of concept exploits, and document attack chains so they can be re-created and defensive tactics developed for them. This position reports to the Cyber Threat Management and works closely with our defense partners in a purple team capacity.
  

In this role, you will:

 Lead or participate in the research, analysis, design, testing and implementation of complex computer network security and protection technologies for company information and network systems and applications
 Act as professional ethical penetration tester utilizing hacking tools to modify or create proof of concept exploits that mimic techniques of attackers to identify vulnerabilities and associate with a severity rating by deriving impact and ease of exploit
 Review and analyze advanced computer security incident response activities and technical investigations of information security related incidents or breach related activates
 Perform tests on networking devices, appliance products and web based application
 Implement and develop custom penetration testing techniques and tools
 Perform security risk assessments to ensure compliance with corporate information security policies and adherence to best practices
 Provide guidance and leadership to more experienced Information Security Engineers and act as a mentor for these engineers interested in penetration testing and offensive security
 Collaborate and consult with peers, colleagues and managers to resolve issues and achieve goals

 Required Qualifications, US:

 3+ years of information security experience in converged testing (red teaming) demonstrated through work or military experience
 3+ years of experience in one or a combination of the following: creating proof of concepts, creating exploits, or reverse engineering demonstrated through work or military experience
 3+ years of automated information security penetration tools experience
 3+ years of experience with Linux operating system engineering or automation

 Desired Qualifications:

 Advanced Information Security technical skills
 Proficient in working with systems, networks, and application vulnerability testing
 Ability to manage complex security scenarios and develop innovative solutions to address the most recent cyber threats
 Security engineering experience that includes knowledge and understanding of recent research and industrial advances in one or more of the following areas: computer and communication networks, cyber security threat detection, cyber security experimentation and testing, innovative research in cyber security, physical security controls and their weaknesses, debugging, hardware and device hacking, or electronics security
 Experience working in a large enterprise environment
 Strong analytical skills with high attention to detail and accuracy
 Knowledge and understanding of system/application architecture and design concepts
 2+ years of experience with scripting languages such as Bash, PowerShell, Python, Shell, VBScript, or JavaScript

 Job Expectations:

 Ability to travel up to 5% of the time

We Value Diversity

 At Wells Fargo, we believe in diversity, equity and inclusion in the workplace; accordingly, we welcome applications for employment from all qualified candidates, regardless of race, color, gender, national origin, religion, age, sexual orientation, gender identity, gender expression, genetic information, individuals with disabilities, pregnancy, marital status, status as a protected veteran or any other status protected by applicable law. 
  
 Employees support our focus on building strong customer relationships balanced with a strong risk mitigating and compliance-driven culture which firmly establishes those disciplines as critical to the success of our customers and company. They are accountable for execution of all applicable risk programs (Credit, Market, Financial Crimes, Operational, Regulatory Compliance), which includes effectively following and adhering to applicable Wells Fargo policies and procedures, appropriately fulfilling risk and compliance obligations, timely and effective escalation and remediation of issues, and making sound risk decisions. There is emphasis on proactive monitoring, governance, risk identification and escalation, as well as making sound risk decisions commensurate with the business unit's risk appetite and all risk and compliance program requirements. 
  
 Candidates applying to job openings posted in US: All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran. 
  
 Candidates applying to job openings posted in Canada: Applications for employment are encouraged from all qualified candidates, including women, persons with disabilities, aboriginal peoples and visible minorities. Accommodation for applicants with disabilities is available upon request in connection with the recruitment process.
 
"
5,cyber security,Network Security Senior Analyst,Deloitte,"

  Are you interested in improving the cyber and organizational risk profiles of leading companies? Do you want to be involved in delivering Fusion Managed / Security Operations Center (SOC) Services including identifying unauthorized activities and intrusions in their networks in real time? Are you excited about rapidly changing operational environments, learning what you need to get the job done, and producing accurate and timely results? 
  
 If yes, then Deloitte's Fusion Managed Services (FMS) team could be the place for you! Transparency, innovation, collaboration, sustainability: these are the hallmark issues shaping cyber initiatives today. Deloitte's FMS business is passionate about making an impact with lasting change. Delivering our industry leading services requires fresh thinking and a creative approach. We collaborate with teams from across our organization in order to bring the full breadth of Deloitte, its commercial and public sector expertise, to best support our clients. Our aspiration is to be the premier integrated services provider in helping to transform the cyber security services marketplace. 
  
 Our team is client focused and mission driven. As a Network Security Senior Analyst in Deloitte's Fusion Managed Services, you'll work with our diverse teams of passionate professionals to help solve for some of today's toughest cybersecurity challenges to enable or clients to achieve business growth and manage risk.
  





Work you'll do 


Resolve operational incident tickets (P1/P2/P3) or service request as per the agreed upon SLOs and as per the steps outlined in â€œOperational Incident/Service Request Management section 
Manage proxy policy and ruleset configurations for e.g., adding new policy/ruleset, blacklisting/whitelisting URLs, updating existing policy/ruleset etc. 
Perform firewall configurations and rules recertification to ensure that the firewall configurations and rulesets meet the business and compliance requirements. The activities include: 
Check for inactive rules, add business justification for rules 
Identify and remove shadow rules and work with business owners to re-certify the rules 
Validate the true business need for open ports 
Manage access requests, port management (opening/closing), route changes, etc. 
Add, modify or review firewall security rules or policies 
Support firewall firmware upgrade, firewall replacement, decommissioning of firewall, implementation of new solutions, NAT services etc. 
Manage storage and backup of current configuration 
Maintain and update current state firewall topology diagrams


"
6,cyber security,Cyber Security - Developer,Celebal Technologies,"
Role: Cyber Security - DeveloperLocation: Boston, MA(local - onsite)Long term Contract
Job Description : 
Essential Skills: 

9+ years’ experience in Windows programming that includes C++ design experience, Windows API architecture, Powershell/Python, Application Performance Analysis
Security controls implementation that includes Windows OS hardening, Key/Certificate Management, TPM/Secure Boot/Root of Trust, Secure communication

Nice to have: 

Microsoft Windows OS Hardening Techniques
Strong knowledge of APIs and Architecture
Experience with appropriate IDEs, SDKs, and DDKs
Scripting in Windows Batch, Powershell, Python, and relevant scripting languages
Network experience (sockets, TCP/IP, UDP, DDS, Wireshark, etc.)
Performance Counters and Performance Analysis (ETL, etc.) in Real Time OS
Ability to distill software requirements from system requirements.
Understanding and appreciation of SDLC process and tools (JIRA, Git, CMake, Bitbucket, Stash, Confluence, JAMA, etc.)
Ability to analyze, design, develop, debug, and integrate software.

Job Types: Full-time, Contract
Schedule:

8 hour shift

Ability to commute/relocate:

Boston, MA: Reliably commute or planning to relocate before starting work (Preferred)

Experience:

C++: 1 year (Preferred)
Cybersecurity: 1 year (Preferred)
Information & Network Security Engineers & Analysts: 1 year (Preferred)
Information security: 1 year (Preferred)

Work Location: One location
"
7,cyber security,Junior Cyber Risk Analyst,UKG (Ultimate Kronos Group),"


Description & Qualifications 

Description This position works as part of the Governance, Risk and Compliance (GRC) department, which is responsible for management of cyber risk across the enterprise. The role offers the opportunity to be engaged in all facets of cyber risk including security, privacy, risk management, as well as security and compliance program development. As a member of the department, the individual will be committed to overall data protection, risk management and its role in the company's continued success. This Cyber Risk Analyst, is a visible role that interfaces with stakeholders in the organization. The position demands an organized, action-oriented team player with strong communication skills, the ability to prioritize daily work, and support multiple initiatives simultaneously. 
    
 RESPONSIBILITIES
    

Support stakeholders responsible for customer hosted environment to ensure control activities are designed and implemented appropriately to protect the security, confidentiality, privacy, integrity, and availability of data in compliance with organization policies and standards
Assist the team with conducting annual compliance audits by retrieving and reviewing evidence to confirm it satisfies the items included in the document request list
Identify potential risks to the environment and/or organization based on existing processes
Provide support of new product development activities to ensure products comply with organizational information security and privacy standards
Support the development, implementation, and updating of relevant documentation (e.g. narratives, how-to documents, etc.)
Completion of daily monitoring assigned in support of compliance programs 
Perform additional duties and projects as assigned by management 



Qualifications

0-1 years of experience, with a preference of an AA/BS/BA degree in Computer Science or IT audit related discipline
Understanding of risk and mitigation tactics 
Strong business acumen to include strong verbal and written communication skills
Pursuing or holding a certification such as CISA, CISM, CRISC, CISSP, or similar security certification preferred 



Company Overview Here at UKG, Our Purpose Is People. UKG combines the strength and innovation of Ultimate Software and Kronos, uniting two award-winning, employee-centered cultures. Our employees are an extraordinary group of talented, energetic, and innovative people who care about more than just work. We strive to create a culture of belonging and an employee experience that empowers our people. UKG has more than 13,000 employees around the globe and is known for its inclusive workplace culture. Ready to be inspired? 
   

EEO Statement
Equal Opportunity Employer
 Ultimate Kronos Group is proud to be an equal opportunity employer and is committed to maintaining a diverse and inclusive work environment. All qualified applicants will receive considerations for employment without regard to race, color, religion, sex, age, disability, marital status, familial status, sexual orientation, pregnancy, genetic information, gender identity, gender expression, national origin, ancestry, citizenship status, veteran status, and any other legally protected status under federal, state, or local anti-discrimination laws.




"
8,cyber security,Account Manager - Cyber Security,BitSight,"Position Overview:

The Account Manager is responsible for customer retention with emphasis on increasing the annual contract value for each customer within your assigned customer base. We currently have over 2500+ customers worldwide and are proud to call some of the world’s largest organizations customers of our platform. You will be tasked with driving revenue daily, solving complex problems, and fostering relationships with thought leaders and executives within your assigned territory.

Responsibilities:

Develop and execute a territory plan to maximize client retention, increase annual contract
value, and adoption of new BitSight products and services
Establish and build C-Level relationships within designated clients
Accurately forecast all deals monthly / quarterly to leadership
Articulate the business and technical value of all of BitSight’s product offerings
Act as an advisor to the customer with the goal of expanding BitSight’s footprint within the
account
Work cross-functionally with Customer Success to define and drive execution of action
plans to improve and/or optimize the use of BitSight products and services
Maintain current and accurate account and contact information within CRM for all accounts
that have been contacted.

Job Requirements:

Bachelor’s Degree required - preferably in a business discipline
Must have strong territory and contact management skills
Must have strong consultative and solution selling skills
Must have a strong track record of quota attainment
Must have excellent communication skills (written and verbal)
Must be highly organized and capable of managing a high volume of accounts/transaction
Must have high energy level, high degree of integrity, self-motivated, positive attitude"
9,cyber security,Cybersecurity (Tenure-Track; Academic Year Position; Open Ra...,Massachusetts Bay Community College,"
Cybersecurity (Tenure-Track; Academic Year Position; Open Rank - Assistant/ Associate Professor)
Department:  Dean of Science and Engineering*Location: * Wellesley Hills
MassBay fosters educational excellence and academic success to prepare students for local and global citizenship, to meet critical workforce demands of communities, and to contribute to the region’s economic development._Massachusetts Bay Community College values diversity, inclusion, and collaboration. We strongly encourage members of underrepresented communities to apply to join our community._
Located in Greater Boston, MassBay is a comprehensive, open-access community college offering associate degrees and certificate programs on three campuses in Wellesley Hills, Framingham, and Ashland, Massachusetts.
Position Summary: The ideal candidate will demonstrate a passion for teaching and promoting success among a diverse student population.Faculty members are responsible for developing educational and evaluation materials consistent with the philosophy and framework of the program, MassBay Community College and CS department in accordance with the evolving needs of the department. The faculty member is responsible for maintaining their licenses and expertise in cybersecurity current to be able to fulfill the ongoing needs of this position.The successful candidate will teach a full-time (15 credit hours per semester) schedule of Cybersecurity and Information Technology courses, which may include, but are not limited to the list found online in the academic catalog. Courses may be held in the classroom at Wellesley; in the hybrid or online environment; and/or via other modalities as assigned.*Key Responsibilities and Duties: *

Ability to effectively communicate inter-personally orally and in writing;
Collaborative individual to work effectively with a diverse student body, faculty, and staff;
Prepare course syllabi and develop curricula to meet course and program requirements and student learning outcomes;
Serve as academic advisor to students;
Participate in the improvement and development of academic programs and resources;
Serve on College committees as elected or appointed;
Attend Program, Department, Division, and Committee meetings;
Participate in assessment of course and program learning outcomes;
Use technology effectively to communicate with students and colleagues and to enhance classroom learning as appropriate;
Engage in professional development activities to maintain excellence in the discipline and in the classroom;
Carry out other related duties as assigned by the Dean consistent with the Collective Bargaining Agreement; and
Demonstrate commitment to closing equity gaps through teaching and/or mentoring.

*Commitment to Equity: *

Support MassBay’s commitment to the Equity Agenda;
Collaborate with faculty, staff, and students on the College’s strategic initiatives dedicated to closing the equity gap related to student outcomes;
Support MassBay’s commitment to being anti-racist; embracing a community free of bias and inequality;
Contribute to discussion and review of applicable College policies with a critical lens toward diversity, equity and inclusion;
Engage with the Office of Diversity on issues related to underserved student success;
Further the examination of pertinent practices that are culturally responsive and reflective of inclusive perspectives;
Engage in conversations with colleagues and students regarding best practices within the discipline or programmatic related to equity and inclusion.

This list is not to be considered all-inclusive. A supervisor may assign other duties as required to meet the needs and foster the mission of the College.All employees of MassBay are expected to work collegially and collaboratively within a community that values and celebrates diversity.Required Qualifications: 

Master's degree in Cybersecurity, Computer Science, Information Technology, or relevant fields from an accredited university.
Teaching and/or training experience in Cybersecurity, coding, and/or network security.

*Preferred Qualifications: *

Sensitivity and commitment to the goals of Affirmative Action and workforce diversity;
Experience working in a diverse environment;
Demonstrated commitment to working with underserved students;
Current cybersecurity-related certifications or licenses. (e.g., CISSP, CompTIA Security+, Cisco CCNA, Cisco security) or a commitment to pursuing;
Relevant industry experience in IT, Cybersecurity (both defensive/offensive), software and network security, risk management, intrusion detection & response, compliance, and/or disaster recovery;
Strong commitment to teaching excellence, serving as a champion for the cybersecurity program;
Two years of teaching experience in credit-bearing courses at the college level, or equivalent industry training experience;
Demonstrated versatility in teaching a range of courses offered in the Cybersecurity, Information Technology programs;
Experience in curricular planning and assessment as well as practices, technologies, and inclusive pedagogy to enhance student learning;
Knowledge of, ability to develop, and commitment to use emerging technologies and alternative delivery methods appropriately, including online delivery, hybrid course options, etcetera;
Experience with federal and/or state grants;
Interest in and familiarity with workforce development needs in the regional community; and
Experience with outreach activities with K-12 schools.

*Additional Information: **Salary Range: * $55,000.00 - 65,000.00 Annual Salary*Position Type: * MCCC-Faculty*Application Deadline: * April 16, 2022, or thereafter until filled.*To Apply: * Please include a letter of interest and resume with your online application.
Faculty
All MassBay Community College students, faculty, and staff are required to be fully vaccinated for COVID-19. Accordingly, initial employment is dependent upon receipt and verification of full vaccination status records; details of how to fulfill vaccine record verification requirements will be provided during the hire and onboarding process.Hiring is subject to state appropriation funding.
Final candidates are required to provide sealed transcripts and/or certifications.
Hiring is contingent upon a successful CORI clearance.
Massachusetts Bay Community College is an affirmative action/equal opportunity employer and does not discriminate on the basis of race, color, national origin, sex, disability, religion, age, veteran or military status, genetic information, gender identity, or sexual orientation in its programs and activities as required by Title IX of the Educational Amendments of 1972, the Americans with Disabilities Act of 1990, Section 504 of the Rehabilitation Act of 1973, Title VII of the Civil Rights Act of 1964, and other applicable statutes and college policies. The College prohibits sexual harassment, including sexual violence. Inquiries or complaints concerning discrimination, harassment, retaliation, or sexual violence shall be referred to the College’s Affirmative Action and/or Title IX Coordinator, Lisa MacDonald, Director of Equity Compliance, lmacdonald@massbay.edu, (781) 239-3147, the Massachusetts Commission Against Discrimination, the Equal Employment Opportunities Commission or the United States Department of Education’s Office for Civil Rights.
Job Type: Full-time
Pay: $55,000.00 - $65,000.00 per year
"
