,Search,Position,Company,Description
5,engineering,Assistant Director / 40 Hour / Day / BWH Engineering,Brigham & Women's Hospital(BWH),"


Assistant Director / 40 Hour / Day / BWH Engineering - (3191179)
  



 GENERAL SUMMARY/ OVERVIEW STATEMENT:



    Reports to the Director of Engineering and is responsible for managing day-to-day activities of the Department through subordinate supervisors and providing professional and technical direction as required to ensure cost-effective and efficient operation of all Hospital facilities.
   



PRINCIPAL DUTIES AND RESPONSIBILITIES:



    1. Develops, secures approval of, implements and maintains policies and procedures for the Engineering Department.
   

     2. Oversees the hiring, training, evaluation, and if necessary discharge of subordinate personnel.
   

     3. Plan, develops, secures approval of and implements long range programs for the improvement and maintenance of the hospital facilities.
   

     4. Negotiates contracts with outside vendors for service and materials.
   

     5. Provides professional and technical support for Engineering projects throughout the hospital.
   

     6. Ensures compliance with all appropriate codes and regulations. (i.e. Building Codes, Fire Codes, Federal and state agency Regulations, City Agencies, Insurance Requirements, etc.)
   

     7. Writes and interprets complex specifications, and directs the development of and understandings of complex engineering drawings.
   

     8. Knowledgeably assists in the development of department financial data including but not limited to budget preparation and analysis, return on investment analysis, life cycle costing of Engineering projects.
   

     9. Justifies and maintains proper staffing of units of responsibility.
   

     10. Responds to all emergency situations as appropriate and /or necessary.
   

     11. Keeps management aware of the productivity and efficiency of units. 
   

    12. Develops, recommends and implements as required, new approaches, policies and practices to effect continual improvement in the efficiency of the department and the services it provides. Keep abreast of developments in Plant engineering this includes the operation of the Co-Gen plant with bi weekly meetings with Veolia.
   

     13. Through subordinate supervisors assures the continuity and quality of all utilities (i.e. power, water, gases, air conditioning, etc.) for the hospital facilities and the Co-Gen.
   

     14. Participates on appropriate management committees as required.
   

     15. Must take responsibility as “Engineer-On-Call” during non-business hours in rotation with other Managers and Department Head. 
   

    16. Performs other duties and responsibilities as may be assigned. Works closley with the Facilty Director of Research.
   







    1. Successful completion of four years of college with a degree preferred. 
   

    2. 5 to 7 years of progressively more responsible experience in Plant Engineering or Facilities Management/Operations, with a minimum of 2 years Management/Supervisory experience. 
   


SKILLS/ ABILITIES/ COMPETENCIES REQUIRED:



    1. Must have interpersonal skills to successfully negotiate contracts with outside vendors, to provide effective leadership to a large group of departmental personnel, and to communicate effectively with hospital personnel and external representatives, etc.
   

     2. Must have analytical abilities necessary to recommend effective policies and procedures and to find solutions to complex technical problems.
   

     3. Requires knowledge of all applicable codes and regulations of accrediting and governmental agencies.
   

     4. Requires detailed technical knowledge in a variety of engineering disciplines such as mechanical engineering, electrical engineering architectural engineering, industrial engineering, etc.
   

     5. Must apply independent judgment and experience to approve exceptions and provide interpretation to existing policies and procedures.
   

     6. Failure to perform would significantly disrupt the operation of the hospital and could result in lost revenues, bad public relations and excessively costly facility operations, repairs and projects. 
   


WORKING CONDITIONS:



    May occasionally (less than 5% of the time) get involved in a dirty and hazardous environment in the routine performance of duties.
   

     May occasionally (less than 5% of the time) exert effort of lift over 30lbs.
   



SUPERVISORY RESPONSIBILITIES:



    Directly supervises 6 Maintenance Supervisors with management responsibility for 
   

    approximately 70 employees. Collaborates on projects with Utility Manager. In the absence of the Department Head (Director or Engineering Services) must manage the entire department.
   




 EEO Statement


 Brigham and Women’s Hospital is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, sex, color, religion, national origin, sexual orientation, protected veteran status, or on the basis of disability.
   






 Primary Location MA-Boston-BWH Longwood Medical Area
  

 Work Locations BWH Longwood Medical Area 75 Francis Street Boston 02115
  

 Job Professional/Managerial
  

 Organization Brigham & Women's Hospital(BWH)
  

 Schedule Full-time
  

 Standard Hours 40
  

 Shift Day Job
  

 Employee Status Regular
  

 Recruiting Department Brigham & Women's Hospital
  

 Job Posting Mar 16, 2022
  


"
6,engineering,Engineering Co-op ( 6 Month Co-op),Parker Hannifin Corporation,"

Org Marketing Statement PARKER CHOMERICS is a global supplier of EMI shielding, thermal interface materials, plastics and optical products. We offer a worldwide network of applications engineering support, manufacturing facilities, and sales offices. With stocking and fabrication on five continents, our products are available anytime, anywhere. With Headquarters in Woburn, MA, Parker Chomerics is part of a global Fortune 500 company but has a small company feel. We thrive on high performance teams that are empowered to make decisions on both a big and small scale. We strive to make a positive impact on the lives of our employees by establishing an inclusive, caring and friendly work environment. We encourage the continued education and skill development of our teams and offer advancement opportunities at a global division. If you’re looking for a fast paced, collaborative environment where you can be at the cutting edge of engineering solutions, look no further.
   Position Summary 
Position Summary:Applies newly acquired knowledge to technical or engineering assignments that provide background and experience to accept additional responsibilities in their area of specialty later when the technical degree is completed. Candidates will be paired with a mentor who will provide the project scope and technical guidance. Candidates will be required to present the assigned project to staff. Candidates will gain experience with and knowledge of Parker products, internal processes and systems, and technical customer requirements sufficient to perform future responsibilities with general direction. The duration of this position will be from July- December. Candidates must be a U.S. Citizen or Permanent Resident
   Responsibilities 
Responsibilities:

Performs assignments designed to develop professional work knowledge and abilities that may include cross-functional experience. 
Actively acquires on-the-job training and knowledge of specialized technical or engineering principles and techniques required for Parker products. Assignments are at a professional level but require guidance and direction from more experienced engineers. 
Performs a variety of routine technical assignments to provide experience and familiarization with the technical or engineering staff, methods, practices, and programs of the company. 
The candidate will gain experience with six sigma statistical process control fundamentals including, but not limited to, process mapping, Failure Mode Element Analysis (FMEA), measurement system evaluation, gage R&R, Design of Experiments (DOE), and control plans. Knowledge of Minitab software will be gained 
Assists team members to accomplish their project assignments by completing specific analysis or well-defined portions of the overall assignment. Learns project management techniques and participates in design or similar program reviews. 
Attends internal trainings/meetings and applies in work assignments. Learns to apply methods, measurements, and techniques for continuous improvement. 
Contributes to team effort by accomplishing related results as needed. Work assignments may include cross-functional or project team. Qualifications Qualifications: 
Currently enrolled in, or completed degree in related field, such as: Chemical Engineering, Mechanical Engineering, Industrial Engineering, Electrical Engineering, Polymer Science, Material Science, Chemistry or Physics. Candidate shall have completed sophomore year with a GPA of 3.0 or higher 
Fundamental understanding of materials testing 
Fundamental understanding of statistical analysis. Ability to work effectively in a variety of engineering and manufacturing assignments. 
Excellent verbal, written, and interpersonal communication skills. 
Ability to work effectively with others and be a participative team member. 
Proficiency in Microsoft Office applications. 
For Mechanical Engineers, proficiency in CAD software with Autodesk Inventor preferred. 
Candidates must be a U.S. Citizen or Permanent Resident Parker Hannifin Parker Hannifin is a Fortune 250 global leader in motion and control technologies. For more than a century the company has been enabling engineering breakthroughs that lead to a better tomorrow. Learn more at www.parker.com or @parkerhannifin. Equal Employment Opportunity Parker is an Equal Opportunity and Affirmative Action Employer. Parker is committed to ensuring equal employment opportunities for all job applicants and employees. Employment decisions are based upon job related reasons regardless of race, ethnicity, color, religion, sex, sexual orientation, age, national origin, disability, gender identity, genetic information, veteran status, or any other status protected by law. However, U.S. Citizenship, Permanent Residency or other appropriate status is required for certain positions, in accord with U.S. import & export regulations. (“Minority / Female / Disability / Veteran / VEVRAA Federal Contractor”) If you would like more information about Equal Employment Opportunity as an applicant under the law, please go to http://www.eeoc.gov/employers/upload/eeoc_self_print_poster.pdf and http://www1.eeoc.gov/employers/upload/eeoc_gina_supplement.pdf


"
7,engineering,Director of Engineering,Piper Companies,"Piper Companies is actively seeking a Director of Engineering for a global biotechnology company developing life saving therapeutics for rare diseases. This person will manage the Engineering Department including overseeing the Facilities and large Capital projects teams along with Project Controls and CAD departments. This role is based out of the Boston, Massachusetts area.
Responsibilities of the Director of Engineering:
Manage both the Facilities Capital project team and the Large Capital expansion projects team; including budget and spending oversight for CapEx
Manage the CAD department and the associated Engineering library
Work cross functionally between Massachusetts and Ohio Facilities departments and provide Capital project technical support
Give SME support for Electrical, Mechanical, and other engineering disciplines as needed
Collaborate with other members of leadership to design and deliver new facilities or modify existing ones
Create partnerships with large A&E and Construction firms to procure materials for new offices, labs, or facilities
Qualifications of the Director of Engineering:
B.S. in Mechanical, Chemical, or a related Engineering discipline
12+ years of industry experience, similar industry preferred but not required
Previous experience managing Capital Projects, and leading teams
PMP certification, nice to have
Compensation of the Director of Engineering:
$190k - $210k, depending on relevant experience
Full Benefits: Medical, Dental, Vision, 401k, PTO
Keywords:
Capex, capital projects, CAD, facilities engineering, mechanical engineer, civil engineer, materials engineer, biotechnology, biopharmaceutical, therapeutics, biologics, technical support, rare disease. PMP, project management professional, expansion projects, process improvement"
8,engineering,"Appliance New Product Development Co-op, Mechanical Engineer...",Keurig Dr Pepper,"

  Job Overview: 
  
    As a 
   Summer
 
(June 27 - December 9, 2022) Co-op at Keurig you will be a part of the beverage revolution. You will be innovating, designing, testing, and marketing the way beverages are consumed worldwide. Each co-op will have real responsibilities and will be provided opportunities to grow professionally. Come learn what it takes to succeed at an industry-leading company and help contribute to our ongoing success.
  


 You will engage and partner on innovative projects to gain experience in a fast paced, cross functional team environment
 You will receive mentor support for your professional development
 You will present a final presentation to your team, peers, and senior leaders to highlight your project work and impact on the business
 You will network and learn about other functions at Keurig through a Lunch & Learn series
 You will work as part of a product development or advanced development product team working on new product/advanced development


    What you will do:
  

 Participate in design, planning and integration activities for new products and sub-systems
 Work on a cross-functional team to solve engineering problems related to product performance, cost, quality or schedule
 Get hands on with our products by troubleshooting, prototyping and testing
 Work with our international Keurig team as well as external Contract Manufacturers
 Follow all Keurig Dr Pepper policies and procedures
 Requirements: 
  
Must be an undergraduate student currently enrolled in a full-time academic program, majoring in Mechanical Engineering or similar major
 Available to work full-time June-December 2022
 Must be in strong academic standing
 Strong data analysis and presentation skills and complex technical problem-solving skills
 Excellent organizational skills and attention to detail with demonstrated ability to manage multiple projects, prioritize requests, and meet deadlines
 Strong communication skills including excellent listening, written and verbal abilities
 Ability to work cross-functionally and independently and are a self-starter
 Company Overview & EEO Statement: 
  
    Keurig Dr Pepper (KDP) is a leading coffee and beverage company in North America with dual headquarters in Burlington, MA and Frisco, TX, with annual revenue in excess of $11 billion. KDP holds leadership positions in soft drinks, specialty coffee and tea, water, juice and juice drinks and mixers, and markets the #1 single serve coffee brewing system in the U.S. The Company maintains an unrivaled distribution system that enables its portfolio of more than 125 owned, licensed and partner brands to be available nearly everywhere people shop and consume beverages. With a wide range of hot and cold beverages that meet virtually any consumer need, KDP key brands include Keurig®, Dr Pepper®, Green Mountain Coffee Roasters®, Canada Dry®, Snapple®, Bai®, Mott’s® and The Original Donut Shop®. The Company employs more than 25,000 employees and operates more than 120 offices, manufacturing plants, warehouses and distribution centers across North America.
  


 Keurig Dr Pepper Inc. is an equal opportunity employer and affirmatively seeks diversity in its workforce. Keurig Dr Pepper Inc. recruits qualified applicants and advances in employment its employees without regard to race, color, religion, gender, sex, sexual orientation, gender identity, gender expression, age, disability, genetic information, ethnic or national origin, marital status, veteran status, or any other status protected by law. EOE Minorities/Females/Protected Veterans/Disabled.
  

"
9,engineering,Research Engineer,Massachusetts General Hospital(MGH),"


Research Engineer - (3186627)
  



 GENERAL SUMMARY/ OVERVIEW STATEMENT:


    We are seeking applicants interested in working as a technician in a core facility that provides microcomputed tomography (µCT) and clinical HR-pQCT imaging services. This position will involve imaging and analyzing ex-vivo samples as well as performing imaging on subjects who are participating in clinical studies. We are seeking an applicant who is highly motivated, organized, willing to learn, and who has excellent communication skills. The technician will be closely supervised by the core facility manager but also must be able to perform self-directed work. This position will involve image acquisition and analysis, drafting summary reports, and making images, and may include the potential for authorship or acknowledgement in scientific publications and presentations.
   



PRINCIPAL DUTIES AND RESPONSIBILITIES:




Please note, the functions below are representative of major duties that are typically associated with these positions. Specific responsibilities may vary based upon departmental needs. Similarly, not all duties that have been outlined will be assigned to each position.






        Perform microCT and HR-pQCT scanning and analysis, including quality control of scans and analyses
        


        Prepare results spreadsheets and draft report summarizing findings
        


        Communicate with core users regarding project status
        


        Maintains laboratory notebook and other records of analysis
        


        Sets up and prepares routine experiments as directed
        


        Prepares lab reagents, chemicals, instruments and maintain equipment
        


        May perform independent literature searches
        


        May perform small animal dissection
        


        Assists with organizing materials for publication or presentation
        


        Maintains and orders supplies, assist with billing
        


        Develop and follow standard operating procedures (SOPs) for tasks performed by the core
        





    A Research Technician II performs the duties of a Research Technician I (above) and may also:
   

Execute protocols of non-routine experiments
Assist the PI(s) with determining the most suitable methodology
Perform basic design and modification of protocols
Calculate, transcribe and analyze data
Prepare and present reports
Organize and summarize acquired data, using scientific and statistical techniques.
Organize and/or draft material for the preparation of research papers, manuscripts and other documents for publication and/or presentation.
Participate in the design of experiments or field work.





SKILLS/ABILITIES/COMPETENCIES REQUIRED:
   



Ability to work independently and as a team member


Excellent communication skills for working with researchers, clinicians, and study subjects 
High degree of computer literacy (MS Office & the ability to learn new software)


Excellent analytical and problem solving skills


High attention to detail


Must be able to perform multiple tasks independently


Knowledge of anatomical terminology and bone biology


Knowledge of basic statistics (t-test and ANOVA)


Ability to push a person in a wheeled chair as well as kneel down while positioning human subjects for imaging


Ability to remain in a standing position about 50% of the time
 


    The Research Technician II should also possess:
   

Analytical skills and the ability to resolve technical problems
Ability to interpret acceptability of data results
Working knowledge of data management programs
Demonstrated competence in research techniques and methodologies








EDUCATION:


Bachelor’s or Master’s degree in engineering (biomedical, mechanical, or similar) is required 


EXPERIENCE:
   

Some lab experience in addition to school lab experience desirable but not required 
Experience with microCT or other medical imaging desirable but not required




Experience with mechanical testing is desirable but not required




Undergraduate coursework or projects completed may be considered related experience, and




    may be credited upon hire
   



Those with a minimum of 1 year of directly related work experience will be considered for a Research Technician II position.




SUPERVISORY RESPONSIBILITY (if applicable):

A Research Technician II may serve as a team leader to lab assistants and Research Technician I’s.





EEO Statement

 Massachusetts General Hospital is an Equal Opportunity Employer. By embracing diverse skills, perspectives and ideas, we choose to lead. Applications from protected veterans and individuals with disabilities are strongly encouraged.
   




Primary Location MA-Boston-MGH Main Campus
  

 Work Locations MGH Main Campus 55 Fruit Street Boston 02114
  

 Job Technician/Technologist/Scientist
  

 Organization Massachusetts General Hospital(MGH)
  

 Schedule Full-time
  

 Standard Hours 40
  

 Shift Day Job
  

 Employee Status Regular
  

 Recruiting Department MGH Endocrine
  

 Job Posting Feb 9, 2022
  


"
10,engineering,Naval Architect Offshore Wind,Aventa,"
Hydrodynamic, Stability & Mooring analysis

Undertaking the design, from concept through FEED to detailed design of turret and spread-moored systems for offshore structures.
Designing and analysing subsea and offshore structures for deep and shallow water project.
Performing intact and damaged stability calculations for floating units.
Perform hydrodynamic / mooring analyses for floating and fixed units for Renewable industries.
Reviewing and checking of analyses performed by other members of the naval architecture team and ensuring that standard Company procedures are adhered to, in all stages of the design
Writing and checking technical reports

Qualification

Moses (Floating Structural Analysis Application Software) knowledge
Orcaflex Experience

Job Types: Full-time, Contract
Salary: From $100,000.00 per year
Benefits:

Health insurance
Retirement plan

Schedule:

Monday to Friday

Ability to commute/relocate:

Boston, MA 02109: Reliably commute or willing to relocate with an employer-provided relocation package (Preferred)

Education:

Bachelor's (Preferred)

Work Location: One location
"
11,engineering,"Engineering Manager, Personalization",Spotify,"Engineering
Engineering Leadership
The Personalization team makes deciding what to play next easier and more enjoyable for every listener. From Daily Mix to Discover Weekly, we’re behind some of Spotify’s most-loved features. We built them by understanding the world of music and podcasts better than anyone else. Join us and you’ll keep millions of users listening by making great recommendations to each and every one of them. We ask that our team members be physically located in Central European time or Eastern Standard/Daylight time zones for the purposes of our collaboration hours.
Location
Boston or Remote EMEA
Job type
Permanent
We are looking for a passionate and experienced Engineering Manager to join Spotify’s Personalization team. This role is in the Mixer product area, which is a part of the Quest tribe—Spotify’s division that is dedicated to building world class listening experiences. These listening experiences, including playlists, lead the industry in part because of human input and expertise. We are looking for an engineering manager to lead the team building capabilities that unlock the collaborative intelligence between humans and machines, making our recommendations delightful for listeners and empowering for creators.
As an Engineering Manager, you will manage and lead the engineers in one of our squads. Our mission is to make Spotify’s recommendations set the pace for our industry. By building tools that unlock human expertise you will work with internal stakeholders and partners to support their operational needs, and to evolve the quality and nature of audio recommendations.
What You'll Do
You will build and lead a team of engineers through hiring, coaching, mentoring, feedback, and hands-on career development
Drive and be accountable for technical delivery and excellence and work with your team on strategy and execution
Facilitate collaboration with other engineers, product managers, product designers, and data scientists in solving exciting and challenging problems across the platform and with our internal users
Advocate and advance modern, agile software development practices and help develop and evangelize great engineering and organizational practices
Grow a healthy, collaborative engineering culture in line with the company values
Be an active part of the leadership team and collaborate with other leaders in the organization
Grow the technical expertise of the team
Stay current on industry trends in web development
Develop expertise in Spotify’s tech stack, enabling a healthy tech portfolio across multiple disciplines
Who You Are
You thrive when developing great people, not just great products
Have experience in cultivating a strong engineering culture in an agile environment
You have experience successfully managing at least one previous engineering team
You have experience working with partners, stakeholders, product managers, and technical leads to develop technical strategies that unlock business strategy
Have several years of experience as an engineer and are well versed in JavaScript and modern web technologies
You have previous experience developing tooling, platforms, and infrastructure
Experience with TypeScript is a plus
You care about agile software processes, data-driven development, reliability, and responsible experimentation
You have experience collaborating with product, design, and insights towards great outcomes
You’re familiar with the industry trends and keep up with the latest product offerings, and can understand trade-offs of existing solutions
Where You'll Be
We are a distributed workforce enabling our band members to find a work mode that is best for them!
Where in the world? For this role, it can be within the Americas region in which we have a work location and is within working hours.
Working hours? We operate within the Eastern US and Central European time zones for collaboration and ask that all be located in that time zone.
Prefer an office to work from home instead? Not a problem! We have plenty of options for your working preferences. Find more information about our Work From Anywhere options here.
Our global benefits
Extensive learning opportunities, through our dedicated team, GreenHouse.
Flexible share incentives letting you choose how you share in our success.
Global parental leave, six months off - fully paid - for all new parents.
All The Feels, our employee assistance program and self-care hub.
Flexible public holidays, swap days off according to your values and beliefs.
Spotify On Tour, join your colleagues on trips to industry festivals and events.
Learn about life at Spotify
Role Disclosures
Colorado Applicants: This role is currently not available for hire or work in Colorado, USA.
Spotify is an equal opportunity employer. You are welcome at Spotify for who you are, no matter where you come from, what you look like, or what’s playing in your headphones. Our platform is for everyone, and so is our workplace. The more voices we have represented and amplified in our business, the more we will all thrive, contribute, and be forward-thinking! So bring us your personal experience, your perspectives, and your background. It’s in our differences that we will find the power to keep revolutionizing the way the world listens.
Spotify transformed music listening forever when we launched in 2008. Our mission is to unlock the potential of human creativity by giving a million creative artists the opportunity to live off their art and billions of fans the chance to enjoy and be passionate about these creators. Everything we do is driven by our love for music and podcasting. Today, we are the world’s most popular audio streaming subscription service.
Global COVID and Vaccination Disclosure
Spotify is committed to safety and well-being of our employees, vendors and clients. We are following regional guidelines mandating vaccination and testing requirements, including those requiring vaccinations and testing for in-person roles and event attendance. For the US, we have mandated that all employees and contractors be fully vaccinated in order to work in our offices and externally with any third-parties. For all other locations, we strongly encourage our employees to get vaccinated and also follow local COVID and safety protocols."
12,engineering,"Automation Engineer, Liquid Handler Automation Engineering",Moderna,"

The Role: 
Moderna is seeking an Automation Engineer for a hands-on and impactful position based in our Cambridge, MA site. Reporting into the Sr. Principal Automaton Engineer, this role will provide support to scientists by automating manual laboratory processes and improving existing processes using liquid handlers and other lab automation tools. The individual will work with other automation engineers to design and implement liquid handler methods and ensure the instruments are functioning to manufacturers’ specifications. This individual will also be responsible for providing critical automation support used for high-throughput screening, high-throughput assay development, sample management and lab automation solutions. 

Here’s What You’ll Do: 

Develop and optimize new liquid handler protocols for the screening and high-throughput assay platforms, specifically using Hamilton Venus . 
Assist scientists with operation of automation platforms. 
Provide error-recovery support as needed. 
Partner with business partners for requirements and issue tracking. 
Track/record problems with the systems for proper troubleshooting. 
Explore and evaluate modern technologies in automation, liquid handling, sample analysis, etc. 
Train users on new methods and protocols of system functionality Capabilities to automate analytical processes using Hamilton or other platforms 
Educate users about lab automation instruments and their capabilities 
Coordinate with internal and external groups to identify appropriate solutions to improve analytical testing capacity and efficiency 


Here’s What You’ll Bring to the Table: 

Requires a BS in biology/engineering/biotechnology 
Experience with Hamilton liquid handlers strongly preferred. Additional experience with Tecan, Hudson, High-Res, Echo desired 
Extensive hands-on experience with HT liquid handling system operation, troubleshooting, and maintenance 
Minimum experience required of 5+ years in industry, focused on lab automation 
Proven ability to successfully automate manual lab processes 
Initiative, independence, and the ability to execute lab work under minimal supervision 
The successful candidate will have an analytical mindset, creative problem-solving skills, and be methodical and organized 
Experience and skills in creating, modifying, and troubleshooting robotics/automation scripts 
Exceptional written and oral communication 
Familiarity with Atlassian tools for version control (Bitbucket) and issue management (Jira) 
Ability to communicate at various levels within the organization as well as with external vendors 
Ability to troubleshoot and resolve issues that arise with liquid handling equipment. 


Moderna is pleased to provide you and your family with a comprehensive and innovative suite of benefits, including: 

Highly competitive and inclusive medical, dental and vision coverage options 
Flexible Spending Accounts for medical expenses and dependent care expenses 
Lifestyle Spending Account funds to help you engage in personal enrichment and self-care activities 
Family care benefits, including subsidized back-up care options and on-demand tutoring 
Free premium access to fitness, nutrition, and mindfulness classes 
Exclusive preferred pricing on Peloton fitness equipment 
Adoption and family-planning benefits 
Dedicated care coordination support for our LGBTQ+ community 
Generous paid time off, including: 

Vacation, sick time and holidays 
Volunteer time to participate within your community 
Discretionary winter shut down 
Paid sabbatical after 5 years; every 3 years thereafter 

Generous Paid Leave offerings, including 18 weeks of 100% paid parental leave for all new parents 
401k match and Financial Planning tools 
Moderna-paid Life, LTD and STD insurance coverages, as well as voluntary benefit options 
Complimentary concierge service including home services research, travel booking, and entertainment requests 
Free parking or subsidized commuter passes 
Location-specific perks and extras! 


Candidates should be aware that Moderna currently maintains a policy requiring all US-based employees to be fully vaccinated against COVID-19 and receive a booster shot once eligible . Newly hired employees must be vaccinated and boosted prior to their employment start date. Moderna is an equal opportunity employer and will provide a reasonable accommodation to those unable to be vaccinated or receive a booster where it is not an undue hardship to the company to do so as provided under federal, state, and local law. 

About Moderna 
In over 10 years since its inception, Moderna has transformed from a research-stage company advancing programs in the field of messenger RNA (mRNA), to an enterprise with a diverse clinical portfolio of vaccines and therapeutics across seven modalities, a broad intellectual property portfolio in areas including mRNA and lipid nanoparticle formulation, and an integrated manufacturing plant that allows for rapid clinical and commercial production at scale. Moderna maintains alliances with a broad range of domestic and overseas government and commercial collaborators, which has allowed for the pursuit of both groundbreaking science and rapid scaling of manufacturing. Most recently, Moderna's capabilities have come together to allow the authorized use and approval of one of the earliest and most effective vaccines against the COVID-19 pandemic. 

Moderna's mRNA platform builds on continuous advances in basic and applied mRNA science, delivery technology and manufacturing, and has allowed the development of therapeutics and vaccines for infectious diseases, immuno-oncology, rare diseases, cardiovascular diseases and autoimmune diseases. Moderna has been named a top biopharmaceutical employer by Science for the past seven years. To learn more, visit www.modernatx.com . 

Moderna is a smoke-free, alcohol-free and drug-free work environment. 

Moderna is committed to equal employment opportunity and non-discrimination for all employees and qualified applicants without regard to a person’s race, color, gender, age, religion, national origin, ancestry, disability, veteran status, genetic information, sexual orientation or any characteristic protected under applicable law. Moderna will make reasonable accommodations for qualified individuals with known disabilities, in accordance with applicable law.





"
13,engineering,"JR PRODUCT DEVELOPER, FOOTWEAR -RUN/TRAIN)",PUMA,"




PRODUCT DEVELOPMENT
 JR PRODUCT DEVELOPER, FOOTWEAR -RUN/TRAIN)

      Somerville, Massachusetts, United States of America
     
 SPEED & SPIRIT is what we look for in our candidates, defined by some simple values that inspire us to BE DRIVEN in our performance, BE VIBRANT in our sporting legacy, BE TOGETHER in our team spirit, and BE YOU to let our individual talent and experience shine. Applying for a job at PUMA is easy and all genders are welcome. Simply click APPLY ONLINE and follow the steps to upload your application.
    








YOUR MISSION




          The Jr. Product Developer will work with the International Product Development Managers to assist in a multi-support role. The key responsibilities of this position will be to assist and develop the global Run/Train product range. The ability to time manage development tasks within all current established footwear teams and categories are essential.
         







 Assist Development Managers to maintain the product management system
            


              Track samples throughout the various stages of product creation process
            


              Manage basic color and material updates for global projects and assist Development Managers with new uppers and totally new global projects.
            


              Research new material opportunities to remain trend competitive
            








              Support Development Managers with department related tasks. Shipping, storage and maintain the organization of seasonal prototypes.
            


              Work closely with the Fit and Wear Test Coordinator to ensure quality, fit and function are maintained.
            


              Work closely with the team in Asia to review quality, manufacturability, and lab test results for global projects, utilizing the C Insight database for lab results
            


              Domestic and International travel required as necessary
            








YOUR TALENT







             Applicable technical degree in manufacturing, mechanical or chemical engineering, biomechanics, etc. preferred or college bachelor’s degree.
            


              2 years experience in similar industry; footwear industry preferred.
            


              Strong communication, teamwork and organizational skills are essential.
            


              Strong computer skills including MS Office.
            








              Knowledge of Far East footwear manufacturing and sourcing, as well as knowledge of athletic footwear materials and construction is beneficial.
            


              Adobe Illustrator and Excel proficiency a must.
            


              Running Knowledge or experience preferred.
            













     PUMA supports over 14,000 employees across 120+ countries. The PUMA Group owns the brand PUMA, Cobra Golf and stichd, and is headquartered in Herzogenaurach, Germany.
    






     PUMA is an Equal Employment Opportunity (EEO) employer. It is the policy of PUMA to prohibit discrimination and harassment of any type and to afford equal employment opportunities to all persons without regard to race, color, religion, sex, national origin, age, gender, physical or mental disability, veteran-status, or any other characteristic protected by applicable federal, state or local law.For additional information, please contact: us-hrrecruiter@puma.com
    




"
14,engineering,Chief Engineer,Cushman & Wakefield,"
Responsible for planning, scheduling and overall performance of building operations and equipment maintenance. Perform high level administrative functions and manage mechanical functions to ensure compliance with policies and procedures.
Duties and Responsibilities:

Directs the daily activities of all the plant operation staff.
Oversees plant maintenance, operations activities and building renovations
Ensures the proper operation of the Preventive Maintenance Program
Ensures that maintenance work orders are completed in a timely manner
Presides at weekly scheduling meetings, reconciles the maintenance requirements of individual areas so facility maintenance needs are met
Ensures that all work performed under his/her supervision is done in a timely and cost effective manner according to the applicable codes
Assists the customer’s manager of Facility Services with cost savings procedures and formation of budgets and reports
Ensures that all facilities under his/her responsibility are safe and comply with all Federal, State and Local Laws
Ensures environmental procedures and issues are being implemented through the direction of the customer’s environmental specialist representative. Direct the daily activities of all Facility groups and the outside contractors
Assists in reviewing and engineering, with the customer representative(s), any plans or specifications for additional maintenance, construction, and renovations
Ensures all parking lots, walkways, fire hydrants, etc. will be cleared of snow and other debris to ensure safe and easy access into and exiting facilities

Qualifications:

Bachelor degree in engineering or equivalent work experience in an engineering capacity.
7-10 years experience in Facilities Operations Management.
Prior experience managing subcontractors and large projects.
Proficiency with various computer applications, including Microsoft Office and CMMS systems
Strong communication and presentation skills, both written and oral.
Due to our client’s requirement, this particular position requires employees to provide acceptable documentation showing full vaccination as per CDC guidelines at the time of employment

Job Type: Full-time
Pay: $110,000.00 - $127,000.00 per year
Benefits:

401(k) matching
Health insurance
Paid time off
Vision insurance

Schedule:

Day shift
Monday to Friday
On call
Weekend availability

Work Location: One location
"
0,engineering,"Engineering Co-op, Fire Protection",EYP,"

EYP is an Architecture/Engineering Firm located in downtown Boston close to South Station. We design buildings and building systems many of which are more complex science buildings. EYP is currently seeking engineering interns (co-op students) for our Boston, MA office. Co-op students will work under supervision of a senior engineer and can work support our Mechanical/HVAC, Electrical, or Fire Protection disciplines.
Responsibilities include the following:

Preparing layouts of engineering systems
Performing engineering calculations
Performing energy modeling
Writing reports
Assisting in site condition surveys

Additional responsibilities could include spatial coordination with architecture and other engineering systems and assisting with contract submittals.

"
